Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,correctAnswerCount,EarlyExitButtonText,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,stimuli,ShowProgressBar,branch-fj4d
29,1746566688681,"06/05/2025, 21:24:48",1746566688516,-7,"06/05/2025, 14:24:48",169297,28,task-cusq,repeat-xtpj#2,45914315,35593,13360780,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1329x747,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,7,6,1,Screen 3,Zone3,timelimit_screen,1000.1000000000058,,,,0,,,,,1,,1,Trial,2,HugginsPitch_6_2.flac,1,Incorrect~Incorrect~Correct
30,1746566688871,"06/05/2025, 21:24:48",1746566688522,-7,"06/05/2025, 14:24:48",169297,28,task-cusq,repeat-xtpj#2,45914315,35593,13360780,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1329x747,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,7,6,2,Screen 1,content,content_web_audio,0.5999999940395355,,,AUDIO PLAY REQUESTED,1,,,,,,,1,Trial,2,HugginsPitch_6_2.flac,1,Incorrect~Incorrect~Correct
31,1746566694706,"06/05/2025, 21:24:54",1746566694524,-7,"06/05/2025, 14:24:54",169297,28,task-cusq,repeat-xtpj#2,45914315,35593,13360780,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1329x747,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,7,6,2,Screen 1,content,content_web_audio,6002.199999988079,,,,0,,,,,,,1,Trial,2,HugginsPitch_6_2.flac,1,Incorrect~Incorrect~Correct
32,1746566695901,"06/05/2025, 21:24:55",1746566695738,-7,"06/05/2025, 14:24:55",169297,28,task-cusq,repeat-xtpj#2,45914315,35593,13360780,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1329x747,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,7,6,3,Screen 2,buttonA,response_button_text,1207.5999999940395,,,1,1,,,,,,,1,Trial,2,HugginsPitch_6_2.flac,1,Incorrect~Incorrect~Correct
33,1746566700024,"06/05/2025, 21:25:00",1746566699851,-7,"06/05/2025, 14:24:59",169297,28,task-cusq,repeat-xtpj#2,45914315,35593,13360780,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1329x747,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,14,1,1,Screen 1,advancementZone,continue_button,4108.5,,,,0,,,,,,,,End,,,,Incorrect~Incorrect~Correct
34,1746566700191,"06/05/2025, 21:25:00",1746566699867,-7,"06/05/2025, 14:24:59",169297,28,task-cusq,repeat-xtpj#2,45914315,35593,13360780,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1329x747,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,,,END TASK,,,,,124364,,,,,,,,,,,,,,,,Incorrect~Incorrect~Correct
﻿1,1746566702033,"06/05/2025, 21:25:02",1746566701797,-7,"06/05/2025, 14:25:01",169297,28,task-cusq,repeat-xtpj#3,45914359,35593,13360780,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1329x747,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,,,,Incorrect~Incorrect~Correct
2,1746566703089,"06/05/2025, 21:25:03",1746566702907,-7,"06/05/2025, 14:25:02",169297,28,task-cusq,repeat-xtpj#3,45914359,35593,13360780,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1329x747,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,1,Screen 5,Zone1,continue_button,1026.2000000029802,,,,0,,,,,,,,Instructions,,,,Incorrect~Incorrect~Correct
3,1746566703807,"06/05/2025, 21:25:03",1746566703610,-7,"06/05/2025, 14:25:03",169297,28,task-cusq,repeat-xtpj#3,45914359,35593,13360780,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1329x747,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,2,Screen 2,script,force_advance,700,,,,0,,,,,,,,Instructions,,,,Incorrect~Incorrect~Correct
4,1746566706473,"06/05/2025, 21:25:06",1746566706301,-7,"06/05/2025, 14:25:06",169297,28,task-cusq,repeat-xtpj#3,45914359,35593,13360780,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1329x747,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,3,Screen 1,Zone2,content_web_audio,2684.6000000089407,,,AUDIO PLAY REQUESTED,1,,,,,,,,Instructions,,,,Incorrect~Incorrect~Correct
5,1746566712478,"06/05/2025, 21:25:12",1746566712304,-7,"06/05/2025, 14:25:12",169297,28,task-cusq,repeat-xtpj#3,45914359,35593,13360780,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1329x747,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,3,Screen 1,Zone2,content_web_audio,8687.20000000298,,,,0,,,,,,,,Instructions,,,,Incorrect~Incorrect~Correct
6,1746566716920,"06/05/2025, 21:25:16",1746566716735,-7,"06/05/2025, 14:25:16",169297,28,task-cusq,repeat-xtpj#3,45914359,35593,13360780,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1329x747,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,4,Screen 6,Zone1,continue_button,4423.399999991059,,,,0,,,,,,,,Instructions,,,,Incorrect~Incorrect~Correct
7,1746566717695,"06/05/2025, 21:25:17",1746566717519,-7,"06/05/2025, 14:25:17",169297,28,task-cusq,repeat-xtpj#3,45914359,35593,13360780,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1329x747,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,5,Screen 3,Zone1,continue_button,778.4000000059605,,,,0,,,,,,,,Instructions,,,,Incorrect~Incorrect~Correct
8,1746566718699,"06/05/2025, 21:25:18",1746566718516,-7,"06/05/2025, 14:25:18",169297,28,task-cusq,repeat-xtpj#3,45914359,35593,13360780,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1329x747,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,8,1,1,Screen 3,Zone3,timelimit_screen,1000,,,,0,,,,,1,,1,Trial,1,HugginsPitch_7_1.flac,1,Incorrect~Incorrect~Correct
9,1746566718881,"06/05/2025, 21:25:18",1746566718522,-7,"06/05/2025, 14:25:18",169297,28,task-cusq,repeat-xtpj#3,45914359,35593,13360780,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1329x747,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,8,1,2,Screen 1,content,content_web_audio,0.7999999970197678,,,AUDIO PLAY REQUESTED,1,,,,,,,1,Trial,1,HugginsPitch_7_1.flac,1,Incorrect~Incorrect~Correct
10,1746566724697,"06/05/2025, 21:25:24",1746566724524,-7,"06/05/2025, 14:25:24",169297,28,task-cusq,repeat-xtpj#3,45914359,35593,13360780,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1329x747,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,8,1,2,Screen 1,content,content_web_audio,6002.79999999702,,,,0,,,,,,,1,Trial,1,HugginsPitch_7_1.flac,1,Incorrect~Incorrect~Correct
11,1746566728218,"06/05/2025, 21:25:28",1746566728044,-7,"06/05/2025, 14:25:28",169297,28,task-cusq,repeat-xtpj#3,45914359,35593,13360780,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1329x747,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,8,1,3,Screen 2,buttonB,response_button_text,3512.7999999970198,,,2,1,,,,,,,1,Trial,1,HugginsPitch_7_1.flac,1,Incorrect~Incorrect~Correct
12,1746566729209,"06/05/2025, 21:25:29",1746566729033,-7,"06/05/2025, 14:25:29",169297,28,task-cusq,repeat-xtpj#3,45914359,35593,13360780,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1329x747,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,7,2,1,Screen 3,Zone3,timelimit_screen,999.5,,,,0,,,,,1,,1,Trial,2,HugginsPitch_6_2.flac,1,Incorrect~Incorrect~Correct
13,1746566729405,"06/05/2025, 21:25:29",1746566729039,-7,"06/05/2025, 14:25:29",169297,28,task-cusq,repeat-xtpj#3,45914359,35593,13360780,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1329x747,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,7,2,2,Screen 1,content,content_web_audio,0.9000000059604645,,,AUDIO PLAY REQUESTED,1,,,,,,,1,Trial,2,HugginsPitch_6_2.flac,1,Incorrect~Incorrect~Correct
14,1746566735206,"06/05/2025, 21:25:35",1746566735041,-7,"06/05/2025, 14:25:35",169297,28,task-cusq,repeat-xtpj#3,45914359,35593,13360780,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1329x747,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,7,2,2,Screen 1,content,content_web_audio,6002.5,,,,0,,,,,,,1,Trial,2,HugginsPitch_6_2.flac,1,Incorrect~Incorrect~Correct
15,1746566744454,"06/05/2025, 21:25:44",1746566744276,-7,"06/05/2025, 14:25:44",169297,28,task-cusq,repeat-xtpj#3,45914359,35593,13360780,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1329x747,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,7,2,3,Screen 2,buttonB,response_button_text,9229.40000000596,,,2,1,1,,,,,,1,Trial,2,HugginsPitch_6_2.flac,1,Incorrect~Incorrect~Correct
16,1746566745429,"06/05/2025, 21:25:45",1746566745266,-7,"06/05/2025, 14:25:45",169297,28,task-cusq,repeat-xtpj#3,45914359,35593,13360780,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1329x747,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,3,1,Screen 3,Zone3,timelimit_screen,1000,,,,0,,,,,1,,1,Trial,1,HugginsPitch_8_1.flac,1,Incorrect~Incorrect~Correct
17,1746566745620,"06/05/2025, 21:25:45",1746566745271,-7,"06/05/2025, 14:25:45",169297,28,task-cusq,repeat-xtpj#3,45914359,35593,13360780,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1329x747,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,3,2,Screen 1,content,content_web_audio,0.7000000029802322,,,AUDIO PLAY REQUESTED,1,,,,,,,1,Trial,1,HugginsPitch_8_1.flac,1,Incorrect~Incorrect~Correct
18,1746566751444,"06/05/2025, 21:25:51",1746566751273,-7,"06/05/2025, 14:25:51",169297,28,task-cusq,repeat-xtpj#3,45914359,35593,13360780,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1329x747,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,3,2,Screen 1,content,content_web_audio,6002.20000000298,,,,0,,,,,,,1,Trial,1,HugginsPitch_8_1.flac,1,Incorrect~Incorrect~Correct
19,1746566752988,"06/05/2025, 21:25:52",1746566752810,-7,"06/05/2025, 14:25:52",169297,28,task-cusq,repeat-xtpj#3,45914359,35593,13360780,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1329x747,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,3,3,Screen 2,buttonB,response_button_text,1531.3999999910593,,,2,1,,,,,,,1,Trial,1,HugginsPitch_8_1.flac,1,Incorrect~Incorrect~Correct
20,1746566753971,"06/05/2025, 21:25:53",1746566753799,-7,"06/05/2025, 14:25:53",169297,28,task-cusq,repeat-xtpj#3,45914359,35593,13360780,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1329x747,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,3,4,1,Screen 3,Zone3,timelimit_screen,1000.0999999999985,,,,0,,,,,1,,1,Trial,3,HugginsPitch_2_3.flac,1,Incorrect~Incorrect~Correct
21,1746566754140,"06/05/2025, 21:25:54",1746566753804,-7,"06/05/2025, 14:25:53",169297,28,task-cusq,repeat-xtpj#3,45914359,35593,13360780,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1329x747,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,3,4,2,Screen 1,content,content_web_audio,0.9000000059604645,,,AUDIO PLAY REQUESTED,1,,,,,,,1,Trial,3,HugginsPitch_2_3.flac,1,Incorrect~Incorrect~Correct
22,1746566759982,"06/05/2025, 21:25:59",1746566759806,-7,"06/05/2025, 14:25:59",169297,28,task-cusq,repeat-xtpj#3,45914359,35593,13360780,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1329x747,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,3,4,2,Screen 1,content,content_web_audio,6002.5,,,,0,,,,,,,1,Trial,3,HugginsPitch_2_3.flac,1,Incorrect~Incorrect~Correct
23,1746566761257,"06/05/2025, 21:26:01",1746566761082,-7,"06/05/2025, 14:26:01",169297,28,task-cusq,repeat-xtpj#3,45914359,35593,13360780,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1329x747,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,3,4,3,Screen 2,buttonC,response_button_text,1270.300000011921,,,3,1,1,,,,,,1,Trial,3,HugginsPitch_2_3.flac,1,Incorrect~Incorrect~Correct
24,1746566762241,"06/05/2025, 21:26:02",1746566762066,-7,"06/05/2025, 14:26:02",169297,28,task-cusq,repeat-xtpj#3,45914359,35593,13360780,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1329x747,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,4,5,1,Screen 3,Zone3,timelimit_screen,999.9000000000015,,,,0,,,,,1,,1,Trial,2,HugginsPitch_3_2.flac,1,Incorrect~Incorrect~Correct
25,1746566762449,"06/05/2025, 21:26:02",1746566762071,-7,"06/05/2025, 14:26:02",169297,28,task-cusq,repeat-xtpj#3,45914359,35593,13360780,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1329x747,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,4,5,2,Screen 1,content,content_web_audio,0.7000000029802322,,,AUDIO PLAY REQUESTED,1,,,,,,,1,Trial,2,HugginsPitch_3_2.flac,1,Incorrect~Incorrect~Correct
26,1746566768257,"06/05/2025, 21:26:08",1746566768073,-7,"06/05/2025, 14:26:08",169297,28,task-cusq,repeat-xtpj#3,45914359,35593,13360780,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1329x747,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,4,5,2,Screen 1,content,content_web_audio,6002,,,,0,,,,,,,1,Trial,2,HugginsPitch_3_2.flac,1,Incorrect~Incorrect~Correct
27,1746566769280,"06/05/2025, 21:26:09",1746566769111,-7,"06/05/2025, 14:26:09",169297,28,task-cusq,repeat-xtpj#3,45914359,35593,13360780,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1329x747,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,4,5,3,Screen 2,buttonB,response_button_text,1032.7999999970198,,,2,1,1,,,,,,1,Trial,2,HugginsPitch_3_2.flac,1,Incorrect~Incorrect~Correct
28,1746566770264,"06/05/2025, 21:26:10",1746566770099,-7,"06/05/2025, 14:26:10",169297,28,task-cusq,repeat-xtpj#3,45914359,35593,13360780,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1329x747,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,2,6,1,Screen 3,Zone3,timelimit_screen,1000,,,,0,,,,,1,,1,Trial,1,HugginsPitch_1_1.flac,1,Incorrect~Incorrect~Correct
29,1746566770467,"06/05/2025, 21:26:10",1746566770105,-7,"06/05/2025, 14:26:10",169297,28,task-cusq,repeat-xtpj#3,45914359,35593,13360780,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1329x747,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,2,6,2,Screen 1,content,content_web_audio,0.8999999910593033,,,AUDIO PLAY REQUESTED,1,,,,,,,1,Trial,1,HugginsPitch_1_1.flac,1,Incorrect~Incorrect~Correct
30,1746566776274,"06/05/2025, 21:26:16",1746566776107,-7,"06/05/2025, 14:26:16",169297,28,task-cusq,repeat-xtpj#3,45914359,35593,13360780,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1329x747,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,2,6,2,Screen 1,content,content_web_audio,6002.5999999940395,,,,0,,,,,,,1,Trial,1,HugginsPitch_1_1.flac,1,Incorrect~Incorrect~Correct
31,1746566776723,"06/05/2025, 21:26:16",1746566776561,-7,"06/05/2025, 14:26:16",169297,28,task-cusq,repeat-xtpj#3,45914359,35593,13360780,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1329x747,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,2,6,3,Screen 2,buttonB,response_button_text,448.59999999403954,,,2,1,,,,,,,1,Trial,1,HugginsPitch_1_1.flac,1,Incorrect~Incorrect~Correct
32,1746566800175,"06/05/2025, 21:26:40",1746566800013,-7,"06/05/2025, 14:26:40",169297,28,task-cusq,repeat-xtpj#3,45914359,35593,13360780,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1329x747,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,14,1,1,Screen 1,advancementZone,continue_button,23446.69999998808,,,,0,,,,,,,,End,,,,Incorrect~Incorrect~Correct
33,1746566800371,"06/05/2025, 21:26:40",1746566800014,-7,"06/05/2025, 14:26:40",169297,28,task-cusq,repeat-xtpj#3,45914359,35593,13360780,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1329x747,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,,,END TASK,,,,,98217,,,,,,,,,,,,,,,,Incorrect~Incorrect~Correct
﻿1,1746574748029,"06/05/2025, 23:39:08",1746574748580,-4,"06/05/2025, 19:39:08",169297,28,task-cusq,repeat-xtpj#1,45915795,35518,13361151,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1280x720,1280x585,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,,,,Incorrect~Correct
2,1746574769557,"06/05/2025, 23:39:29",1746574770160,-4,"06/05/2025, 19:39:30",169297,28,task-cusq,repeat-xtpj#1,45915795,35518,13361151,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1280x720,1280x585,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,1,Screen 5,Zone1,continue_button,20506.79999999702,,,,0,,,,,,,,Instructions,,,,Incorrect~Correct
3,1746574774921,"06/05/2025, 23:39:34",1746574775523,-4,"06/05/2025, 19:39:35",169297,28,task-cusq,repeat-xtpj#1,45915795,35518,13361151,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1280x720,1280x585,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,2,Screen 2,Zone1,content_web_audio,5339.5,,,AUDIO PLAY REQUESTED,1,,,,,,,,Instructions,,,,Incorrect~Correct
4,1746574786369,"06/05/2025, 23:39:46",1746574786930,-4,"06/05/2025, 19:39:46",169297,28,task-cusq,repeat-xtpj#1,45915795,35518,13361151,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1280x720,1280x585,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,2,Screen 2,script,force_advance,16768.7,,,,0,,,,,,,,Instructions,,,,Incorrect~Correct
5,1746574821899,"06/05/2025, 23:40:21",1746574822514,-4,"06/05/2025, 19:40:22",169297,28,task-cusq,repeat-xtpj#1,45915795,35518,13361151,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1280x720,1280x720,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,3,Screen 1,Zone2,content_web_audio,35527.10000000149,,,AUDIO PLAY REQUESTED,1,,,,,,,,Instructions,,,,Incorrect~Correct
6,1746574827917,"06/05/2025, 23:40:27",1746574828518,-4,"06/05/2025, 19:40:28",169297,28,task-cusq,repeat-xtpj#1,45915795,35518,13361151,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1280x720,1280x720,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,3,Screen 1,Zone2,content_web_audio,41530.30000000447,,,,0,,,,,,,,Instructions,,,,Incorrect~Correct
7,1746574829761,"06/05/2025, 23:40:29",1746574830375,-4,"06/05/2025, 19:40:30",169297,28,task-cusq,repeat-xtpj#1,45915795,35518,13361151,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1280x720,1280x720,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,4,Screen 6,Zone2,content_web_audio,1834.8999999985099,,,AUDIO PLAY REQUESTED,1,,,,,,,,Instructions,,,,Incorrect~Correct
8,1746574837595,"06/05/2025, 23:40:37",1746574838199,-4,"06/05/2025, 19:40:38",169297,28,task-cusq,repeat-xtpj#1,45915795,35518,13361151,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1280x720,1280x720,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,4,Screen 6,Zone1,continue_button,9656.89999999851,,,,0,,,,,,,,Instructions,,,,Incorrect~Correct
9,1746574874579,"06/05/2025, 23:41:14",1746574875188,-4,"06/05/2025, 19:41:15",169297,28,task-cusq,repeat-xtpj#1,45915795,35518,13361151,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1280x720,1280x720,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,5,Screen 3,Zone1,continue_button,36968.80000000447,,,,0,,,,,,,,Instructions,,,,Incorrect~Correct
10,1746574875563,"06/05/2025, 23:41:15",1746574876174,-4,"06/05/2025, 19:41:16",169297,28,task-cusq,repeat-xtpj#1,45915795,35518,13361151,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1280x720,1280x720,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,6,1,1,Screen 3,Zone3,timelimit_screen,999.5999999999913,,,,0,,,,,1,,1,Trial,3,HugginsPitch_5_3.flac,1,Incorrect~Correct
11,1746574875665,"06/05/2025, 23:41:15",1746574876189,-4,"06/05/2025, 19:41:16",169297,28,task-cusq,repeat-xtpj#1,45915795,35518,13361151,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1280x720,1280x720,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,6,1,2,Screen 1,content,content_web_audio,1.6999999955296516,,,AUDIO PLAY REQUESTED,1,,,,,,,1,Trial,3,HugginsPitch_5_3.flac,1,Incorrect~Correct
12,1746574881696,"06/05/2025, 23:41:21",1746574882290,-4,"06/05/2025, 19:41:22",169297,28,task-cusq,repeat-xtpj#1,45915795,35518,13361151,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1280x720,1280x720,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,6,1,2,Screen 1,content,content_web_audio,6101.29999999702,,,,0,,,,,,,1,Trial,3,HugginsPitch_5_3.flac,1,Incorrect~Correct
13,1746574883002,"06/05/2025, 23:41:23",1746574883618,-4,"06/05/2025, 19:41:23",169297,28,task-cusq,repeat-xtpj#1,45915795,35518,13361151,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1280x720,1280x720,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,6,1,3,Screen 2,buttonC,response_button_text,1308,,,3,1,1,,,,,,1,Trial,3,HugginsPitch_5_3.flac,1,Incorrect~Correct
