"","ID","negmusicICC","posmusicICC","negpicICC","pospicICC","negICC","posICC","allmusicICC","allpicICC"
"135","671acd4b14ebfd595a8b6c09",-0.305083626210511,-1.51421335279946,-1.43949959553595,-1.71864757197235,-1.24026057031144,-1.60082853570691,-0.909648489504986,-1.57907358375415
"136","671d5f4c6dae15f98003d7b2",-1.13851588361902,-1.98953126250317,-1.78542477084735,-2.2041084666074,-1.51852226092662,-2.08840553224351,-1.56402357306109,-1.99476661872737
"137","672268205351c30413c9837e",-0.456712428221215,-2.13804454369793,-2.16388631017947,-2.74137150555766,-1.36104075533344,-2.39209034424978,-1.29737848595957,-2.45262890786857
"138","67294473dbb580a0ca93f60f",-0.200584166767986,-1.12782442293604,-2.53948006319505,-2.48953508201541,-2.01852168072451,-1.85350606491051,-0.664204294852014,-2.51450757260523
"139","67296c945c2b23b3b4f9d079",-0.504417109312636,-1.19536387541611,-0.741583352221959,-1.77100163585283,-0.596258041900046,-1.45868615584158,-0.849890492364375,-1.2562924940374
"140","672c74f54295206bddb0146a",-0.234166612881345,-0.591752897372101,-0.726273458455731,-1.36228269489726,-0.721562483790881,-1.08731908459064,-0.412959755126723,-1.0442780766765
"141","673bc7364722159a7c678802",0,-1.57089120842408,-1.59388981266563,-2.40729296665566,-1.28859191755117,-2.15369852055708,-0.785445604212038,-2.00059138966064
"142","673cc0c935b49103f2be1e27",-0.956769748042619,-0.64851836664048,-1.67505253459362,-1.51934139133908,-1.43701971519911,-1.18907901396053,-0.802644057341549,-1.59719696296635
"143","673e5a3412198a5e62837745",-0.0302902813717421,-0.450049000464304,-0.224634845157312,-1.72053079023047,-0.127826303101457,-1.61746760570727,-0.240169640918023,-0.972582817693889
"144","67463480327b48a3f1380669",-0.480711139573063,-1.63581485174432,-0.742113444130579,-1.68870051282946,-0.492462514626788,-1.7135227559591,-1.05826299565869,-1.21540697848002
"145","67469dde494c2b78202fc16e",0,-0.909193046189117,-0.777433623815278,-2.02001618616024,-0.565738273039194,-1.68616325130674,-0.454596523094559,-1.39872490498776
"146","674c9df1e01bfe1baae76974",-0.84055911558842,-0.601018805790749,-0.896375165259979,-1.58578010207485,-0.885354813138946,-1.17262218319092,-0.720788960689585,-1.24107763366741
"147","674cb1e5dd135ab435dece3f",-0.697463365701211,-0.544927536592987,-1.25985593091026,-0.479637310230779,-1.18954316578864,-0.493839341365172,-0.621195451147099,-0.869746620570519
"148","674f97fef70c3dd15d138c3e",-0.966617785008729,-1.4855075969831,-1.48141419781293,-1.96739687597673,-1.20488017506338,-1.73356144863171,-1.22606269099591,-1.72440553689483
"149","6754212bee2fa6f30842fb86",-1.18355159009961,-0.737117994025576,-1.13771255069761,-1.19946811335725,-1.1137047476861,-0.933439074563753,-0.960334792062591,-1.16859033202743
"150","6754246c81ce61cb6ffe887f",-1.44040078386032,-2.08999630370827,-1.86628431606739,-2.74901958952657,-1.68735015833111,-2.39571428318135,-1.7651985437843,-2.30765195279698
"151","675a2ef45fbe0cc52b8403ae",-0.9506410630928,-0.139423088774725,-1.0859417403422,-1.08847571630965,-1.02644881554596,-0.724076006936359,-0.545032075933763,-1.08720872832592
"152","675b6bf5887bccb7fad6c44d",-2.50865923517859,-3.08503104654128,-1.64513348706726,-2.99944720447488,-1.89004135490123,-3.04009593348051,-2.79684514085994,-2.32229034577107
