Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-fj4d,Manipulation: Spreadsheet,Manipulation: correctAnswerCount,Manipulation: EarlyExitButtonText,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,stimuli,ShowProgressBar
11,1766159964801,19/12/2025 15:59:24,1766159964454,-5,19/12/2025 10:59:24,169297,29,task-cusq,repeat-xtpj#1,51527988,682c3f62f2680e9a67130379,14783598,,complete,,6945759d8d2aed5bf583e031,computer,Desktop or Laptop,Windows 10,Chrome 141.0.0.0,1366x768,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,11,1,2,Screen 1,content,content_web_audio,6001.5999999940395,,,,0,0,,,,,,1,Trial,2,HugginsPitch_10_2.flac,1
12,1766159965785,19/12/2025 15:59:25,1766159965425,-5,19/12/2025 10:59:25,169297,29,task-cusq,repeat-xtpj#1,51527988,682c3f62f2680e9a67130379,14783598,,complete,,6945759d8d2aed5bf583e031,computer,Desktop or Laptop,Windows 10,Chrome 141.0.0.0,1366x768,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,11,1,3,Screen 2,buttonB,response_button_text,963,,,2,1,1,,,,,,1,Trial,2,HugginsPitch_10_2.flac,1
13,1766159966780,19/12/2025 15:59:26,1766159966422,-5,19/12/2025 10:59:26,169297,29,task-cusq,repeat-xtpj#1,51527988,682c3f62f2680e9a67130379,14783598,,complete,,6945759d8d2aed5bf583e031,computer,Desktop or Laptop,Windows 10,Chrome 141.0.0.0,1366x768,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,2,2,1,Screen 3,Zone3,timelimit_screen,998.9000000000015,,,,0,0,,,,1,,1,Trial,1,HugginsPitch_1_1.flac,1
14,1766159967111,19/12/2025 15:59:27,1766159966430,-5,19/12/2025 10:59:26,169297,29,task-cusq,repeat-xtpj#1,51527988,682c3f62f2680e9a67130379,14783598,,complete,,6945759d8d2aed5bf583e031,computer,Desktop or Laptop,Windows 10,Chrome 141.0.0.0,1366x768,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,2,2,2,Screen 1,content,content_web_audio,0.5999999940395355,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,1,HugginsPitch_1_1.flac,1
15,1766159972793,19/12/2025 15:59:32,1766159972431,-5,19/12/2025 10:59:32,169297,29,task-cusq,repeat-xtpj#1,51527988,682c3f62f2680e9a67130379,14783598,,complete,,6945759d8d2aed5bf583e031,computer,Desktop or Laptop,Windows 10,Chrome 141.0.0.0,1366x768,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,2,2,2,Screen 1,content,content_web_audio,6001.5999999940395,,,,0,0,,,,,,1,Trial,1,HugginsPitch_1_1.flac,1
16,1766159973474,19/12/2025 15:59:33,1766159973131,-5,19/12/2025 10:59:33,169297,29,task-cusq,repeat-xtpj#1,51527988,682c3f62f2680e9a67130379,14783598,,complete,,6945759d8d2aed5bf583e031,computer,Desktop or Laptop,Windows 10,Chrome 141.0.0.0,1366x768,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,2,2,3,Screen 2,buttonA,response_button_text,693.1999999880791,,,1,1,1,,,,,,1,Trial,1,HugginsPitch_1_1.flac,1
17,1766159974461,19/12/2025 15:59:34,1766159974115,-5,19/12/2025 10:59:34,169297,29,task-cusq,repeat-xtpj#1,51527988,682c3f62f2680e9a67130379,14783598,,complete,,6945759d8d2aed5bf583e031,computer,Desktop or Laptop,Windows 10,Chrome 141.0.0.0,1366x768,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,3,1,Screen 3,Zone3,timelimit_screen,999,,,,0,0,,,,1,,1,Trial,2,HugginsPitch_12_2.flac,1
18,1766159974788,19/12/2025 15:59:34,1766159974121,-5,19/12/2025 10:59:34,169297,29,task-cusq,repeat-xtpj#1,51527988,682c3f62f2680e9a67130379,14783598,,complete,,6945759d8d2aed5bf583e031,computer,Desktop or Laptop,Windows 10,Chrome 141.0.0.0,1366x768,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,3,2,Screen 1,content,content_web_audio,0.5,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,2,HugginsPitch_12_2.flac,1
19,1766159980480,19/12/2025 15:59:40,1766159980123,-5,19/12/2025 10:59:40,169297,29,task-cusq,repeat-xtpj#1,51527988,682c3f62f2680e9a67130379,14783598,,complete,,6945759d8d2aed5bf583e031,computer,Desktop or Laptop,Windows 10,Chrome 141.0.0.0,1366x768,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,3,2,Screen 1,content,content_web_audio,6002.200000017881,,,,0,0,,,,,,1,Trial,2,HugginsPitch_12_2.flac,1
20,1766159981209,19/12/2025 15:59:41,1766159980867,-5,19/12/2025 10:59:40,169297,29,task-cusq,repeat-xtpj#1,51527988,682c3f62f2680e9a67130379,14783598,,complete,,6945759d8d2aed5bf583e031,computer,Desktop or Laptop,Windows 10,Chrome 141.0.0.0,1366x768,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,3,3,Screen 2,buttonB,response_button_text,737.7999999821186,,,2,1,1,,,,,,1,Trial,2,HugginsPitch_12_2.flac,1
21,1766159982216,19/12/2025 15:59:42,1766159981858,-5,19/12/2025 10:59:41,169297,29,task-cusq,repeat-xtpj#1,51527988,682c3f62f2680e9a67130379,14783598,,complete,,6945759d8d2aed5bf583e031,computer,Desktop or Laptop,Windows 10,Chrome 141.0.0.0,1366x768,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,4,1,Screen 3,Zone3,timelimit_screen,999.0999999999985,,,,0,0,,,,1,,1,Trial,2,HugginsPitch_9_2.flac,1
22,1766159982515,19/12/2025 15:59:42,1766159981863,-5,19/12/2025 10:59:41,169297,29,task-cusq,repeat-xtpj#1,51527988,682c3f62f2680e9a67130379,14783598,,complete,,6945759d8d2aed5bf583e031,computer,Desktop or Laptop,Windows 10,Chrome 141.0.0.0,1366x768,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,4,2,Screen 1,content,content_web_audio,0.5,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,2,HugginsPitch_9_2.flac,1
23,1766159988215,19/12/2025 15:59:48,1766159987864,-5,19/12/2025 10:59:47,169297,29,task-cusq,repeat-xtpj#1,51527988,682c3f62f2680e9a67130379,14783598,,complete,,6945759d8d2aed5bf583e031,computer,Desktop or Laptop,Windows 10,Chrome 141.0.0.0,1366x768,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,4,2,Screen 1,content,content_web_audio,6001.199999988079,,,,0,0,,,,,,1,Trial,2,HugginsPitch_9_2.flac,1
24,1766159988739,19/12/2025 15:59:48,1766159988378,-5,19/12/2025 10:59:48,169297,29,task-cusq,repeat-xtpj#1,51527988,682c3f62f2680e9a67130379,14783598,,complete,,6945759d8d2aed5bf583e031,computer,Desktop or Laptop,Windows 10,Chrome 141.0.0.0,1366x768,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,4,3,Screen 2,buttonB,response_button_text,506.90000000596046,,,2,1,1,,,,,,1,Trial,2,HugginsPitch_9_2.flac,1
25,1766159989720,19/12/2025 15:59:49,1766159989367,-5,19/12/2025 10:59:49,169297,29,task-cusq,repeat-xtpj#1,51527988,682c3f62f2680e9a67130379,14783598,,complete,,6945759d8d2aed5bf583e031,computer,Desktop or Laptop,Windows 10,Chrome 141.0.0.0,1366x768,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,6,5,1,Screen 3,Zone3,timelimit_screen,999.1999999999971,,,,0,0,,,,1,,1,Trial,3,HugginsPitch_5_3.flac,1
26,1766159990058,19/12/2025 15:59:50,1766159989373,-5,19/12/2025 10:59:49,169297,29,task-cusq,repeat-xtpj#1,51527988,682c3f62f2680e9a67130379,14783598,,complete,,6945759d8d2aed5bf583e031,computer,Desktop or Laptop,Windows 10,Chrome 141.0.0.0,1366x768,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,6,5,2,Screen 1,content,content_web_audio,0.5,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,3,HugginsPitch_5_3.flac,1
27,1766159995726,19/12/2025 15:59:55,1766159995374,-5,19/12/2025 10:59:55,169297,29,task-cusq,repeat-xtpj#1,51527988,682c3f62f2680e9a67130379,14783598,,complete,,6945759d8d2aed5bf583e031,computer,Desktop or Laptop,Windows 10,Chrome 141.0.0.0,1366x768,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,6,5,2,Screen 1,content,content_web_audio,6001.700000017881,,,,0,0,,,,,,1,Trial,3,HugginsPitch_5_3.flac,1
28,1766159996973,19/12/2025 15:59:56,1766159996617,-5,19/12/2025 10:59:56,169297,29,task-cusq,repeat-xtpj#1,51527988,682c3f62f2680e9a67130379,14783598,,complete,,6945759d8d2aed5bf583e031,computer,Desktop or Laptop,Windows 10,Chrome 141.0.0.0,1366x768,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,6,5,3,Screen 2,buttonC,response_button_text,1236.300000011921,,,3,1,1,,,,,,1,Trial,3,HugginsPitch_5_3.flac,1
29,1766159997973,19/12/2025 15:59:57,1766159997610,-5,19/12/2025 10:59:57,169297,29,task-cusq,repeat-xtpj#1,51527988,682c3f62f2680e9a67130379,14783598,,complete,,6945759d8d2aed5bf583e031,computer,Desktop or Laptop,Windows 10,Chrome 141.0.0.0,1366x768,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,6,1,Screen 3,Zone3,timelimit_screen,999.0999999999913,,,,0,0,,,,1,,1,Trial,1,HugginsPitch_8_1.flac,1
30,1766159998304,19/12/2025 15:59:58,1766159997615,-5,19/12/2025 10:59:57,169297,29,task-cusq,repeat-xtpj#1,51527988,682c3f62f2680e9a67130379,14783598,,complete,,6945759d8d2aed5bf583e031,computer,Desktop or Laptop,Windows 10,Chrome 141.0.0.0,1366x768,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,6,2,Screen 1,content,content_web_audio,0.5999999940395355,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,1,HugginsPitch_8_1.flac,1
31,1766160003976,19/12/2025 16:00:03,1766160003616,-5,19/12/2025 11:00:03,169297,29,task-cusq,repeat-xtpj#1,51527988,682c3f62f2680e9a67130379,14783598,,complete,,6945759d8d2aed5bf583e031,computer,Desktop or Laptop,Windows 10,Chrome 141.0.0.0,1366x768,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,6,2,Screen 1,content,content_web_audio,6001.699999988079,,,,0,0,,,,,,1,Trial,1,HugginsPitch_8_1.flac,1
32,1766160006194,19/12/2025 16:00:06,1766160005842,-5,19/12/2025 11:00:05,169297,29,task-cusq,repeat-xtpj#1,51527988,682c3f62f2680e9a67130379,14783598,,complete,,6945759d8d2aed5bf583e031,computer,Desktop or Laptop,Windows 10,Chrome 141.0.0.0,1366x768,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,6,3,Screen 2,buttonA,response_button_text,2217.199999988079,,,1,1,1,,,,,,1,Trial,1,HugginsPitch_8_1.flac,1
33,1766160011209,19/12/2025 16:00:11,1766160010856,-5,19/12/2025 11:00:10,169297,29,task-cusq,repeat-xtpj#1,51527988,682c3f62f2680e9a67130379,14783598,,complete,,6945759d8d2aed5bf583e031,computer,Desktop or Laptop,Windows 10,Chrome 141.0.0.0,1366x768,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,14,1,1,Screen 1,advancementZone,continue_button,5007.9000000059605,,,,0,0,,,,,,,End,,,
34,1766160011532,19/12/2025 16:00:11,1766160010864,-5,19/12/2025 11:00:10,169297,29,task-cusq,repeat-xtpj#1,51527988,682c3f62f2680e9a67130379,14783598,,complete,,6945759d8d2aed5bf583e031,computer,Desktop or Laptop,Windows 10,Chrome 141.0.0.0,1366x768,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,,,END TASK,,,,,86639,,,,,,,,,,,,,,,
1,1766165743599,19/12/2025 17:35:43,1766165743485,-6,19/12/2025 11:35:43,169297,29,task-cusq,repeat-xtpj#1,51534426,62a889993e01c9e01ee7066e,14784435,,complete,,69458c92850ce8798a57b02e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1680x1050,1680x962,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,,,
2,1766165747268,19/12/2025 17:35:47,1766165747167,-6,19/12/2025 11:35:47,169297,29,task-cusq,repeat-xtpj#1,51534426,62a889993e01c9e01ee7066e,14784435,,complete,,69458c92850ce8798a57b02e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1680x1050,1680x962,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,1,Screen 5,Zone1,continue_button,2483.800000190735,,,,0,0,,,,,,,Instructions,,,
3,1766165748537,19/12/2025 17:35:48,1766165748434,-6,19/12/2025 11:35:48,169297,29,task-cusq,repeat-xtpj#1,51534426,62a889993e01c9e01ee7066e,14784435,,complete,,69458c92850ce8798a57b02e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1680x1050,1680x962,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,2,Screen 2,Zone1,content_web_audio,1261,,,AUDIO PLAY REQUESTED,1,0,,,,,,,Instructions,,,
4,1766165751261,19/12/2025 17:35:51,1766165751117,-6,19/12/2025 11:35:51,169297,29,task-cusq,repeat-xtpj#1,51534426,62a889993e01c9e01ee7066e,14784435,,complete,,69458c92850ce8798a57b02e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1680x1050,1680x962,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,2,Screen 2,script,force_advance,3949.7,,,,0,0,,,,,,,Instructions,,,
5,1766165757678,19/12/2025 17:35:57,1766165757548,-6,19/12/2025 11:35:57,169297,29,task-cusq,repeat-xtpj#1,51534426,62a889993e01c9e01ee7066e,14784435,,complete,,69458c92850ce8798a57b02e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1680x1050,1680x1050,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,3,Screen 1,Zone2,content_web_audio,6428.599999904633,,,AUDIO PLAY REQUESTED,1,0,,,,,,,Instructions,,,
6,1766165763643,19/12/2025 17:36:03,1766165763553,-6,19/12/2025 11:36:03,169297,29,task-cusq,repeat-xtpj#1,51534426,62a889993e01c9e01ee7066e,14784435,,complete,,69458c92850ce8798a57b02e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1680x1050,1680x1050,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,3,Screen 1,Zone2,content_web_audio,12432.5,,,,0,0,,,,,,,Instructions,,,
7,1766165765497,19/12/2025 17:36:05,1766165765399,-6,19/12/2025 11:36:05,169297,29,task-cusq,repeat-xtpj#1,51534426,62a889993e01c9e01ee7066e,14784435,,complete,,69458c92850ce8798a57b02e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1680x1050,1680x1050,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,4,Screen 6,Zone1,continue_button,1839.1999998092651,,,,0,0,,,,,,,Instructions,,,
8,1766165767207,19/12/2025 17:36:07,1766165767116,-6,19/12/2025 11:36:07,169297,29,task-cusq,repeat-xtpj#1,51534426,62a889993e01c9e01ee7066e,14784435,,complete,,69458c92850ce8798a57b02e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1680x1050,1680x1050,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,5,Screen 3,Zone1,continue_button,1711.5999999046326,,,,0,0,,,,,,,Instructions,,,
9,1766165768190,19/12/2025 17:36:08,1766165768102,-6,19/12/2025 11:36:08,169297,29,task-cusq,repeat-xtpj#1,51534426,62a889993e01c9e01ee7066e,14784435,,complete,,69458c92850ce8798a57b02e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1680x1050,1680x1050,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,1,1,Screen 3,Zone3,timelimit_screen,1000.8999999999978,,,,0,0,,,,1,,1,Trial,2,HugginsPitch_9_2.flac,1
10,1766165768330,19/12/2025 17:36:08,1766165768109,-6,19/12/2025 11:36:08,169297,29,task-cusq,repeat-xtpj#1,51534426,62a889993e01c9e01ee7066e,14784435,,complete,,69458c92850ce8798a57b02e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1680x1050,1680x1050,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,1,2,Screen 1,content,content_web_audio,0.9000000953674316,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,2,HugginsPitch_9_2.flac,1
11,1766165774206,19/12/2025 17:36:14,1766165774111,-6,19/12/2025 11:36:14,169297,29,task-cusq,repeat-xtpj#1,51534426,62a889993e01c9e01ee7066e,14784435,,complete,,69458c92850ce8798a57b02e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1680x1050,1680x1050,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,1,2,Screen 1,content,content_web_audio,6002.200000286102,,,,0,0,,,,,,1,Trial,2,HugginsPitch_9_2.flac,1
12,1766165774854,19/12/2025 17:36:14,1766165774749,-6,19/12/2025 11:36:14,169297,29,task-cusq,repeat-xtpj#1,51534426,62a889993e01c9e01ee7066e,14784435,,complete,,69458c92850ce8798a57b02e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1680x1050,1680x1050,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,1,3,Screen 2,buttonB,response_button_text,629.7000002861023,,,2,1,1,,,,,,1,Trial,2,HugginsPitch_9_2.flac,1
13,1766165775828,19/12/2025 17:36:15,1766165775734,-6,19/12/2025 11:36:15,169297,29,task-cusq,repeat-xtpj#1,51534426,62a889993e01c9e01ee7066e,14784435,,complete,,69458c92850ce8798a57b02e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1680x1050,1680x1050,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,3,2,1,Screen 3,Zone3,timelimit_screen,999,,,,0,0,,,,1,,1,Trial,3,HugginsPitch_2_3.flac,1
14,1766165775956,19/12/2025 17:36:15,1766165775739,-6,19/12/2025 11:36:15,169297,29,task-cusq,repeat-xtpj#1,51534426,62a889993e01c9e01ee7066e,14784435,,complete,,69458c92850ce8798a57b02e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1680x1050,1680x1050,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,3,2,2,Screen 1,content,content_web_audio,0.40000009536743164,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,3,HugginsPitch_2_3.flac,1
