Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: Image,Spreadsheet: randomise_block,Spreadsheet: emotion_rating,Spreadsheet: randomise_trial,Spreadsheet: emotion,Spreadsheet: Audio,Spreadsheet: angry_rating,Spreadsheet: disgusted_rating,Spreadsheet: scared_rating,Spreadsheet: sad_rating,Spreadsheet: anxious_rating,Spreadsheet: happy_rating,Spreadsheet: proud_rating,Spreadsheet: excited_rating,Spreadsheet: joyful_rating,Spreadsheet: satisfied_rating,Manipulation: Spreadsheet
13,1721064217358,15/07/2024 17:23:37,1721049817358,-4,15/07/2024 09:23:37,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,1,Ratings_Practice,Screen 1,smykl5,1,response,72,11316.799999999996,18417,18433.700000000004,11316.799999999996,18417,18433.700000000004,1,11316.799999999996,7116.900000000009,0,,Slider,Satisfied Slider,5,object-120,Ratings_Practice,Coffee 1.jpg,,,,,,angry,,,,anxious,,,excited,,satisfied,
14,1721064217358,15/07/2024 17:23:37,1721049817358,-4,15/07/2024 09:23:37,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,1,Ratings_Practice,Screen 1,smykl5,1,response,0,13950.099999999999,18417,18433.700000000004,13950.099999999999,18417,18433.700000000004,1,13950.099999999999,4483.600000000006,0,,Slider,Angry Slider,7,object-122,Ratings_Practice,Coffee 1.jpg,,,,,,angry,,,,anxious,,,excited,,satisfied,
15,1721064217358,15/07/2024 17:23:37,1721049817358,-4,15/07/2024 09:23:37,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,1,Ratings_Practice,Screen 1,smykl5,1,response,24,7933.5,18417,18433.700000000004,7933.5,18417,18433.700000000004,1,7933.5,10500.200000000004,0,,Slider,Excited Slider,9,object-124,Ratings_Practice,Coffee 1.jpg,,,,,,angry,,,,anxious,,,excited,,satisfied,
16,1721064220299,15/07/2024 17:23:40,1721049820299,-4,15/07/2024 09:23:40,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,1,Fixation_Music_Practice,Screen 1,9gsljt,1,continue,,2966.5999999999985,2966.5999999999985,2966.5999999999985,2966.5999999999985,2966.5999999999985,2966.5999999999985,1,2966.5999999999985,0,0,,Fixation Timing,Fixation Cross,1,object-92,Fixation_Music_Practice,,,,,,8_pieceA_dreamy_calm_joyous_1.mp3,,,,,,,,,,,
17,1721064220303,15/07/2024 17:23:40,1721049820303,-4,15/07/2024 09:23:40,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,1,Fixation_Music_Practice,Screen 2,j4jca7,2,info,audio started,0,0,0,5.19999999403808,0,5.19999999403808,1,0,0,0,,Audio Clip,Audio,1,object-96,Fixation_Music_Practice,,,,,,8_pieceA_dreamy_calm_joyous_1.mp3,,,,,,,,,,,
18,1721064228300,15/07/2024 17:23:48,1721049828300,-4,15/07/2024 09:23:48,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,1,Fixation_Music_Practice,Screen 2,j4jca7,2,timedOut,,0,0,0,8001.299999988078,8000.199999999997,8001.299999988078,1,0,0,0,,Time Limit,screen,0,screen,Fixation_Music_Practice,,,,,,8_pieceA_dreamy_calm_joyous_1.mp3,,,,,,,,,,,
19,1721064228862,15/07/2024 17:23:48,1721049828862,-4,15/07/2024 09:23:48,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,1,Fixation_Music_Practice,Screen 2,j4jca7,2,info,audio finished,0,0,0,8563.399999997018,8549.900000000001,8563.399999997018,1,0,0,0,,Audio Clip,Audio,1,object-96,Fixation_Music_Practice,,,,,,8_pieceA_dreamy_calm_joyous_1.mp3,,,,,,,,,,,
20,1721064228862,15/07/2024 17:23:48,1721049828862,-4,15/07/2024 09:23:48,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,1,Fixation_Music_Practice,Screen 2,j4jca7,2,continue,,0,0,0,8563.799999988078,8549.900000000001,8563.799999988078,1,0,0,0,,Audio Clip,Audio,1,object-96,Fixation_Music_Practice,,,,,,8_pieceA_dreamy_calm_joyous_1.mp3,,,,,,,,,,,
21,1721064228870,15/07/2024 17:23:48,1721049828870,-4,15/07/2024 09:23:48,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,2,Ratings_Practice,Screen 1,smykl5,1,info,,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Anxious Slider,3,object-118,Ratings_Practice,,,,,,8_pieceA_dreamy_calm_joyous_1.mp3,angry,,,,anxious,,,excited,,satisfied,
22,1721064228870,15/07/2024 17:23:48,1721049828870,-4,15/07/2024 09:23:48,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,2,Ratings_Practice,Screen 1,smykl5,1,info,,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Satisfied Slider,5,object-120,Ratings_Practice,,,,,,8_pieceA_dreamy_calm_joyous_1.mp3,angry,,,,anxious,,,excited,,satisfied,
23,1721064228870,15/07/2024 17:23:48,1721049828870,-4,15/07/2024 09:23:48,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,2,Ratings_Practice,Screen 1,smykl5,1,info,,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Angry Slider,7,object-122,Ratings_Practice,,,,,,8_pieceA_dreamy_calm_joyous_1.mp3,angry,,,,anxious,,,excited,,satisfied,
24,1721064228871,15/07/2024 17:23:48,1721049828871,-4,15/07/2024 09:23:48,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,2,Ratings_Practice,Screen 1,smykl5,1,info,,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Excited Slider,9,object-124,Ratings_Practice,,,,,,8_pieceA_dreamy_calm_joyous_1.mp3,angry,,,,anxious,,,excited,,satisfied,
25,1721064246694,15/07/2024 17:24:06,1721049846694,-4,15/07/2024 09:24:06,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,2,Ratings_Practice,Screen 1,smykl5,1,continue,,17846.099999991056,17833.800000000003,17846.099999991056,17846.099999991056,17833.800000000003,17846.099999991056,1,17846.099999991056,0,0,,Click To Continue,Continue,10,object-125,Ratings_Practice,,,,,,8_pieceA_dreamy_calm_joyous_1.mp3,angry,,,,anxious,,,excited,,satisfied,
26,1721064246700,15/07/2024 17:24:06,1721049846700,-4,15/07/2024 09:24:06,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,2,Ratings_Practice,Screen 1,smykl5,1,response,0,3133.5,17833.800000000003,17850.500000000015,3133.5,17833.800000000003,17850.500000000015,1,3133.5,14717.000000000015,0,,Slider,Anxious Slider,3,object-118,Ratings_Practice,,,,,,8_pieceA_dreamy_calm_joyous_1.mp3,angry,,,,anxious,,,excited,,satisfied,
27,1721064246700,15/07/2024 17:24:06,1721049846700,-4,15/07/2024 09:24:06,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,2,Ratings_Practice,Screen 1,smykl5,1,response,53,9783.5,17833.800000000003,17850.500000000015,9783.5,17833.800000000003,17850.500000000015,1,9783.5,8067.000000000015,0,,Slider,Satisfied Slider,5,object-120,Ratings_Practice,,,,,,8_pieceA_dreamy_calm_joyous_1.mp3,angry,,,,anxious,,,excited,,satisfied,
28,1721064246701,15/07/2024 17:24:06,1721049846701,-4,15/07/2024 09:24:06,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,2,Ratings_Practice,Screen 1,smykl5,1,response,0,12367,17833.800000000003,17850.500000000015,12367,17833.800000000003,17850.500000000015,1,12367,5483.500000000015,0,,Slider,Angry Slider,7,object-122,Ratings_Practice,,,,,,8_pieceA_dreamy_calm_joyous_1.mp3,angry,,,,anxious,,,excited,,satisfied,
29,1721064246701,15/07/2024 17:24:06,1721049846701,-4,15/07/2024 09:24:06,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,2,Ratings_Practice,Screen 1,smykl5,1,response,76,6550.099999999991,17833.800000000003,17850.500000000015,6550.099999999991,17833.800000000003,17850.500000000015,1,6550.099999999991,11300.400000000023,0,,Slider,Excited Slider,9,object-124,Ratings_Practice,,,,,,8_pieceA_dreamy_calm_joyous_1.mp3,angry,,,,anxious,,,excited,,satisfied,
30,1721064248843,15/07/2024 17:24:08,1721049848843,-4,15/07/2024 09:24:08,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,1,Practice_End,Screen 1,qrm6o8,1,continue,,2160.4999999940337,2149.7999999999884,2160.4999999940337,2160.4999999940337,2149.7999999999884,2160.4999999940337,1,2160.4999999940337,0,0,,Click To Continue,Continue Button,2,object-81,Practice_End,,,,,,,,,,,,,,,,,
31,1721064251799,15/07/2024 17:24:11,1721049851799,-4,15/07/2024 09:24:11,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,1,Fixation_Image,Fixation Cross,aska1u,1,continue,,2966.800000000003,2966.800000000003,2966.800000000003,2966.800000000003,2966.800000000003,2966.800000000003,1,2966.800000000003,0,0,,Fixation Timing,Fixation Cross,1,object-49,Fixation_Image,Garbage dump 2.jpg,13,,,,,,,,,,,,,,,
32,1721064259799,15/07/2024 17:24:19,1721049859799,-4,15/07/2024 09:24:19,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,1,Fixation_Image,Image,uk5pr7,2,timedOut,,0,0,0,8000.699999991062,8000,8000.699999991062,1,0,0,0,,Time Limit,screen,0,screen,Fixation_Image,Garbage dump 2.jpg,13,,,,,,,,,,,,,,,
33,1721064259840,15/07/2024 17:24:19,1721049859840,-4,15/07/2024 09:24:19,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,1,Ratings,Rating 1,j64n3q,1,info,,16.69999999999709,0,16.69999999999709,16.69999999999709,0,16.69999999999709,1,16.69999999999709,0,0,,Slider,Anxious Slider,3,object-107,Ratings,Garbage dump 2.jpg,13,,,,,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
34,1721064259841,15/07/2024 17:24:19,1721049859841,-4,15/07/2024 09:24:19,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,1,Ratings,Rating 1,j64n3q,1,info,,16.69999999999709,0,16.69999999999709,16.69999999999709,0,16.69999999999709,1,16.69999999999709,0,0,,Slider,Satisfied Slider,5,object-111,Ratings,Garbage dump 2.jpg,13,,,,,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
35,1721064259841,15/07/2024 17:24:19,1721049859841,-4,15/07/2024 09:24:19,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,1,Ratings,Rating 1,j64n3q,1,info,,16.69999999999709,0,16.69999999999709,16.69999999999709,0,16.69999999999709,1,16.69999999999709,0,0,,Slider,Angry Slider,7,object-114,Ratings,Garbage dump 2.jpg,13,,,,,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
36,1721064259841,15/07/2024 17:24:19,1721049859841,-4,15/07/2024 09:24:19,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,1,Ratings,Rating 1,j64n3q,1,info,,16.69999999999709,0,16.69999999999709,16.69999999999709,0,16.69999999999709,1,16.69999999999709,0,0,,Slider,Excited Slider,9,object-115,Ratings,Garbage dump 2.jpg,13,,,,,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
37,1721064259842,15/07/2024 17:24:19,1721049859842,-4,15/07/2024 09:24:19,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,1,Ratings,Rating 1,j64n3q,1,info,,16.69999999999709,0,16.69999999999709,16.69999999999709,0,16.69999999999709,1,16.69999999999709,0,0,,Slider,Happy Slider,11,object-144,Ratings,Garbage dump 2.jpg,13,,,,,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
38,1721064259842,15/07/2024 17:24:19,1721049859842,-4,15/07/2024 09:24:19,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,1,Ratings,Rating 1,j64n3q,1,info,,16.69999999999709,0,16.69999999999709,16.69999999999709,0,16.69999999999709,1,16.69999999999709,0,0,,Slider,Disgusted Slider,13,object-129,Ratings,Garbage dump 2.jpg,13,,,,,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
39,1721064259843,15/07/2024 17:24:19,1721049859843,-4,15/07/2024 09:24:19,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,1,Ratings,Rating 1,j64n3q,1,info,,16.69999999999709,0,16.69999999999709,16.69999999999709,0,16.69999999999709,1,16.69999999999709,0,0,,Slider,Sad Slider,15,object-131,Ratings,Garbage dump 2.jpg,13,,,,,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
40,1721064259843,15/07/2024 17:24:19,1721049859843,-4,15/07/2024 09:24:19,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,1,Ratings,Rating 1,j64n3q,1,info,,16.69999999999709,0,16.69999999999709,16.69999999999709,0,16.69999999999709,1,16.69999999999709,0,0,,Slider,Proud Slider,17,object-133,Ratings,Garbage dump 2.jpg,13,,,,,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
41,1721064259844,15/07/2024 17:24:19,1721049859844,-4,15/07/2024 09:24:19,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,1,Ratings,Rating 1,j64n3q,1,info,,16.69999999999709,0,16.69999999999709,16.69999999999709,0,16.69999999999709,1,16.69999999999709,0,0,,Slider,Scared Slider,19,object-135,Ratings,Garbage dump 2.jpg,13,,,,,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
42,1721064259845,15/07/2024 17:24:19,1721049859845,-4,15/07/2024 09:24:19,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,1,Ratings,Rating 1,j64n3q,1,info,,16.69999999999709,0,16.69999999999709,16.69999999999709,0,16.69999999999709,1,16.69999999999709,0,0,,Slider,Joyful Slider,21,object-137,Ratings,Garbage dump 2.jpg,13,,,,,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
43,1721064292128,15/07/2024 17:24:52,1721049892128,-4,15/07/2024 09:24:52,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,1,Ratings,Rating 1,j64n3q,1,continue,,32329.399999994042,32317.300000000003,32329.399999994042,32329.399999994042,32317.300000000003,32329.399999994042,1,32329.399999994042,0,0,,Click To Continue,Continue,22,object-108,Ratings,Garbage dump 2.jpg,13,,,,,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
44,1721064292135,15/07/2024 17:24:52,1721049892135,-4,15/07/2024 09:24:52,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,1,Ratings,Rating 1,j64n3q,1,response,51,2666.9000000000087,32317.300000000003,32333.90000000001,2666.9000000000087,32317.300000000003,32333.90000000001,1,2666.9000000000087,29667,0,,Slider,Anxious Slider,3,object-107,Ratings,Garbage dump 2.jpg,13,,,,,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
