Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-fj4d,Manipulation: Spreadsheet,Manipulation: EarlyExitButtonText,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,3
6,1766166894967,19/12/2025 17:54:54,1766166893984,-5,19/12/2025 12:54:53,169297,29,task-quo2,,51536007,64551d250ef342507eb0edf9,14784704,,complete,,69459154289970e92fd68e34,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,2560x1440,2560x1311,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,END TASK,,,,,9163,,,,,,,,,,,,,NaN
1,1766166983299,19/12/2025 17:56:23,1766166983258,-5,19/12/2025 12:56:23,169297,29,task-quo2,,51536126,673cc0c935b49103f2be1e27,14784715,,complete,,6945917c07e1bc7f6558036c,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,NaN
2,1766166988462,19/12/2025 17:56:28,1766166988447,-5,19/12/2025 12:56:28,169297,29,task-quo2,,51536126,673cc0c935b49103f2be1e27,14784715,,complete,,6945917c07e1bc7f6558036c,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,4726.199999809265,,,,0,0,,,,,,,Intro,NaN
3,1766166991011,19/12/2025 17:56:31,1766166991007,-5,19/12/2025 12:56:31,169297,29,task-quo2,,51536126,673cc0c935b49103f2be1e27,14784715,,complete,,6945917c07e1bc7f6558036c,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,2,Screen 4,buttonA,response_button_text,2547.7999997138977,,,yes,1,1,,,,,,,Intro,NaN
4,1766166992025,19/12/2025 17:56:32,1766166992004,-5,19/12/2025 12:56:32,169297,29,task-quo2,,51536126,673cc0c935b49103f2be1e27,14784715,,complete,,6945917c07e1bc7f6558036c,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,4,continue,Zone2,timelimit_screen,1000.1000000000004,,,,0,0,,,,1,,,Intro,NaN
5,1766166994557,19/12/2025 17:56:34,1766166994542,-5,19/12/2025 12:56:34,169297,29,task-quo2,,51536126,673cc0c935b49103f2be1e27,14784715,,complete,,6945917c07e1bc7f6558036c,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,2416.300000190735,,,,0,0,,,,,,,end,NaN
6,1766166994716,19/12/2025 17:56:34,1766166994550,-5,19/12/2025 12:56:34,169297,29,task-quo2,,51536126,673cc0c935b49103f2be1e27,14784715,,complete,,6945917c07e1bc7f6558036c,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,END TASK,,,,,11292,,,,,,,,,,,,,NaN
1,1766166964173,19/12/2025 17:56:04,1766166964110,-5,19/12/2025 12:56:04,169297,29,task-quo2,,51536101,655b6a0d11066d07716ab0b5,14784718,,complete,,694591381883b1925b3041ed,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x738,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,NaN
2,1766166970801,19/12/2025 17:56:10,1766166970776,-5,19/12/2025 12:56:10,169297,29,task-quo2,,51536101,655b6a0d11066d07716ab0b5,14784718,,complete,,694591381883b1925b3041ed,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x738,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,5875.199999809265,,,,0,0,,,,,,,Intro,NaN
3,1766166971782,19/12/2025 17:56:11,1766166971745,-5,19/12/2025 12:56:11,169297,29,task-quo2,,51536101,655b6a0d11066d07716ab0b5,14784718,,complete,,694591381883b1925b3041ed,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x738,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,2,Screen 4,buttonA,response_button_text,954.8000001907349,,,yes,1,1,,,,,,,Intro,NaN
4,1766166972754,19/12/2025 17:56:12,1766166972739,-5,19/12/2025 12:56:12,169297,29,task-quo2,,51536101,655b6a0d11066d07716ab0b5,14784718,,complete,,694591381883b1925b3041ed,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x738,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,4,continue,Zone2,timelimit_screen,999.6000000000004,,,,0,0,,,,1,,,Intro,NaN
5,1766166981676,19/12/2025 17:56:21,1766166981672,-5,19/12/2025 12:56:21,169297,29,task-quo2,,51536101,655b6a0d11066d07716ab0b5,14784718,,complete,,694591381883b1925b3041ed,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x738,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,8889.300000190735,,,,0,0,,,,,,,end,NaN
6,1766166981808,19/12/2025 17:56:21,1766166981686,-5,19/12/2025 12:56:21,169297,29,task-quo2,,51536101,655b6a0d11066d07716ab0b5,14784718,,complete,,694591381883b1925b3041ed,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x738,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,END TASK,,,,,17576,,,,,,,,,,,,,NaN
1,1766166970020,19/12/2025 17:56:10,1766166969938,-5,19/12/2025 12:56:09,169297,29,task-quo2,,51536109,63d2a4b549eb02187fd40092,14784719,,complete,,694591472830f653b08a1254,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x746,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,NaN
2,1766166989084,19/12/2025 17:56:29,1766166989055,-5,19/12/2025 12:56:29,169297,29,task-quo2,,51536109,63d2a4b549eb02187fd40092,14784719,,complete,,694591472830f653b08a1254,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x746,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,18304.399999999907,,,,0,0,,,,,,,Intro,NaN
3,1766166991643,19/12/2025 17:56:31,1766166991597,-5,19/12/2025 12:56:31,169297,29,task-quo2,,51536109,63d2a4b549eb02187fd40092,14784719,,complete,,694591472830f653b08a1254,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x746,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,2,Screen 4,buttonA,response_button_text,2524.8000000002794,,,yes,1,1,,,,,,,Intro,NaN
4,1766166992623,19/12/2025 17:56:32,1766166992581,-5,19/12/2025 12:56:32,169297,29,task-quo2,,51536109,63d2a4b549eb02187fd40092,14784719,,complete,,694591472830f653b08a1254,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x746,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,4,continue,Zone2,timelimit_screen,1000.1999999999971,,,,0,0,,,,1,,,Intro,NaN
5,1766166995159,19/12/2025 17:56:35,1766166995127,-5,19/12/2025 12:56:35,169297,29,task-quo2,,51536109,63d2a4b549eb02187fd40092,14784719,,complete,,694591472830f653b08a1254,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x746,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,2505,,,,0,0,,,,,,,end,NaN
6,1766166995294,19/12/2025 17:56:35,1766166995132,-5,19/12/2025 12:56:35,169297,29,task-quo2,,51536109,63d2a4b549eb02187fd40092,14784719,,complete,,694591472830f653b08a1254,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x746,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,END TASK,,,,,25194,,,,,,,,,,,,,NaN
1,1766167011722,19/12/2025 17:56:51,1766167012202,-5,19/12/2025 12:56:52,169297,29,task-quo2,,51536165,63b18d94775ad4aad221103c,14784720,,complete,,69458d6e648d52a20a3ef9f1,computer,Desktop or Laptop,Windows 10,Chrome 141.0.0.0,1536x864,1536x695,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,NaN
2,1766167038060,19/12/2025 17:57:18,1766167038322,-5,19/12/2025 12:57:18,169297,29,task-quo2,,51536165,63b18d94775ad4aad221103c,14784720,,complete,,69458d6e648d52a20a3ef9f1,computer,Desktop or Laptop,Windows 10,Chrome 141.0.0.0,1536x864,1536x695,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,21297.29999999702,,,,0,0,,,,,,,Intro,NaN
3,1766167047051,19/12/2025 17:57:27,1766167047297,-5,19/12/2025 12:57:27,169297,29,task-quo2,,51536165,63b18d94775ad4aad221103c,14784720,,complete,,69458d6e648d52a20a3ef9f1,computer,Desktop or Laptop,Windows 10,Chrome 141.0.0.0,1536x864,1536x695,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,2,Screen 4,buttonA,response_button_text,8931.89999999106,,,yes,1,1,,,,,,,Intro,NaN
4,1766167049711,19/12/2025 17:57:29,1766167048283,-5,19/12/2025 12:57:28,169297,29,task-quo2,,51536165,63b18d94775ad4aad221103c,14784720,,complete,,69458d6e648d52a20a3ef9f1,computer,Desktop or Laptop,Windows 10,Chrome 141.0.0.0,1536x864,1536x695,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,4,continue,Zone2,timelimit_screen,1000.1999999999971,,,,0,0,,,,1,,,Intro,NaN
5,1766167053407,19/12/2025 17:57:33,1766167053912,-5,19/12/2025 12:57:33,169297,29,task-quo2,,51536165,63b18d94775ad4aad221103c,14784720,,complete,,69458d6e648d52a20a3ef9f1,computer,Desktop or Laptop,Windows 10,Chrome 141.0.0.0,1536x864,1536x695,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,5552.199999988079,,,,0,0,,,,,,,end,NaN
6,1766167053815,19/12/2025 17:57:33,1766167053916,-5,19/12/2025 12:57:33,169297,29,task-quo2,,51536165,63b18d94775ad4aad221103c,14784720,,complete,,69458d6e648d52a20a3ef9f1,computer,Desktop or Laptop,Windows 10,Chrome 141.0.0.0,1536x864,1536x695,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,END TASK,,,,,41714,,,,,,,,,,,,,NaN
1,1766167091056,19/12/2025 17:58:11,1766167090946,-8,19/12/2025 09:58:10,169297,29,task-quo2,,51536248,67ddd68976b22b18710b9fdb,14784735,,complete,,694591f01145c55d8b21a441,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x641,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,NaN
2,1766167149319,19/12/2025 17:59:09,1766167148092,-8,19/12/2025 09:59:08,169297,29,task-quo2,,51536248,67ddd68976b22b18710b9fdb,14784735,,complete,,694591f01145c55d8b21a441,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x641,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,50350,,,,0,0,,,,,,,Intro,NaN
3,1766167156865,19/12/2025 17:59:16,1766167155435,-8,19/12/2025 09:59:15,169297,29,task-quo2,,51536248,67ddd68976b22b18710b9fdb,14784735,,complete,,694591f01145c55d8b21a441,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x641,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,2,Screen 4,buttonA,response_button_text,7280.099999997765,,,yes,1,1,,,,,,,Intro,NaN
4,1766167157379,19/12/2025 17:59:17,1766167156416,-8,19/12/2025 09:59:16,169297,29,task-quo2,,51536248,67ddd68976b22b18710b9fdb,14784735,,complete,,694591f01145c55d8b21a441,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x641,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,4,continue,Zone2,timelimit_screen,1000.1000000000058,,,,0,0,,,,1,,,Intro,NaN
5,1766167160543,19/12/2025 17:59:20,1766167160353,-8,19/12/2025 09:59:20,169297,29,task-quo2,,51536248,67ddd68976b22b18710b9fdb,14784735,,complete,,694591f01145c55d8b21a441,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x641,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,3820.900000002235,,,,0,0,,,,,,,end,NaN
6,1766167161133,19/12/2025 17:59:21,1766167160366,-8,19/12/2025 09:59:20,169297,29,task-quo2,,51536248,67ddd68976b22b18710b9fdb,14784735,,complete,,694591f01145c55d8b21a441,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x641,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,END TASK,,,,,69421,,,,,,,,,,,,,NaN
1,1766167116756,19/12/2025 17:58:36,1766167119285,-5,19/12/2025 12:58:39,169297,29,task-quo2,,51536281,69419e9576aea13f332266ff,14784738,,complete,,6945922cff47a30a8f9d8385,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x779,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,NaN
2,1766169847912,19/12/2025 18:44:07,1766169849783,-5,19/12/2025 13:44:09,169297,29,task-quo2,,51536281,69419e9576aea13f332266ff,14784738,,complete,,6945922cff47a30a8f9d8385,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x779,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,2729704.2,,,,0,0,,,,,,,Intro,NaN
3,1766169852613,19/12/2025 18:44:12,1766169855072,-5,19/12/2025 13:44:15,169297,29,task-quo2,,51536281,69419e9576aea13f332266ff,14784738,,complete,,6945922cff47a30a8f9d8385,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x779,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,2,Screen 4,buttonA,response_button_text,5262.600000000559,,,yes,1,1,,,,,,,Intro,NaN
4,1766169853496,19/12/2025 18:44:13,1766169856068,-5,19/12/2025 13:44:16,169297,29,task-quo2,,51536281,69419e9576aea13f332266ff,14784738,,complete,,6945922cff47a30a8f9d8385,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x779,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,4,continue,Zone2,timelimit_screen,999.8999999999069,,,,0,0,,,,1,,,Intro,NaN
5,1766169856791,19/12/2025 18:44:16,1766169859353,-5,19/12/2025 13:44:19,169297,29,task-quo2,,51536281,69419e9576aea13f332266ff,14784738,,complete,,6945922cff47a30a8f9d8385,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x779,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,3193.2000000001863,,,,0,0,,,,,,,end,NaN
6,1766169857034,19/12/2025 18:44:17,1766169859369,-5,19/12/2025 13:44:19,169297,29,task-quo2,,51536281,69419e9576aea13f332266ff,14784738,,complete,,6945922cff47a30a8f9d8385,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1536x864,1528x779,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,END TASK,,,,,2740084,,,,,,,,,,,,,NaN
1,1766167221872,19/12/2025 18:00:21,1766167221481,-7,19/12/2025 11:00:21,169297,29,task-quo2,,51536407,67469dde494c2b78202fc16e,14784742,,complete,,6945922d41d80e103684dbd3,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x960,1536x826,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,NaN
2,1766167306913,19/12/2025 18:01:46,1766167306593,-7,19/12/2025 11:01:46,169297,29,task-quo2,,51536407,67469dde494c2b78202fc16e,14784742,,complete,,6945922d41d80e103684dbd3,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x960,1536x826,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,84286.30000001192,,,,0,0,,,,,,,Intro,NaN
3,1766167309857,19/12/2025 18:01:49,1766167309556,-7,19/12/2025 11:01:49,169297,29,task-quo2,,51536407,67469dde494c2b78202fc16e,14784742,,complete,,6945922d41d80e103684dbd3,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x960,1536x826,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,2,Screen 4,buttonA,response_button_text,2953.099999964237,,,yes,1,1,,,,,,,Intro,NaN
4,1766167310869,19/12/2025 18:01:50,1766167310556,-7,19/12/2025 11:01:50,169297,29,task-quo2,,51536407,67469dde494c2b78202fc16e,14784742,,complete,,6945922d41d80e103684dbd3,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x960,1536x826,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,4,continue,Zone2,timelimit_screen,1000.1999999999971,,,,0,0,,,,1,,,Intro,NaN
5,1766167314181,19/12/2025 18:01:54,1766167313873,-7,19/12/2025 11:01:53,169297,29,task-quo2,,51536407,67469dde494c2b78202fc16e,14784742,,complete,,6945922d41d80e103684dbd3,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x960,1536x826,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,3287.800000011921,,,,0,0,,,,,,,end,NaN
6,1766167314359,19/12/2025 18:01:54,1766167313889,-7,19/12/2025 11:01:53,169297,29,task-quo2,,51536407,67469dde494c2b78202fc16e,14784742,,complete,,6945922d41d80e103684dbd3,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x960,1536x826,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,END TASK,,,,,92408,,,,,,,,,,,,,NaN
1,1766167201351,19/12/2025 18:00:01,1766167201438,-5,19/12/2025 13:00:01,169297,29,task-quo2,,51536378,6760853e178af224e611e496,14784746,,complete,,6945910928ff13f6ad50d2fa,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x945,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,NaN
2,1766167214237,19/12/2025 18:00:14,1766167214012,-5,19/12/2025 13:00:14,169297,29,task-quo2,,51536378,6760853e178af224e611e496,14784746,,complete,,6945910928ff13f6ad50d2fa,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x945,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,11459.100000023842,,,,0,0,,,,,,,Intro,NaN
3,1766167219096,19/12/2025 18:00:19,1766167218644,-5,19/12/2025 13:00:18,169297,29,task-quo2,,51536378,6760853e178af224e611e496,14784746,,complete,,6945910928ff13f6ad50d2fa,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x945,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,2,Screen 4,buttonA,response_button_text,4625.5,,,yes,1,1,,,,,,,Intro,NaN
4,1766167219536,19/12/2025 18:00:19,1766167219644,-5,19/12/2025 13:00:19,169297,29,task-quo2,,51536378,6760853e178af224e611e496,14784746,,complete,,6945910928ff13f6ad50d2fa,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x945,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,4,continue,Zone2,timelimit_screen,1001.5,,,,0,0,,,,1,,,Intro,NaN
5,1766167222907,19/12/2025 18:00:22,1766167223036,-5,19/12/2025 13:00:23,169297,29,task-quo2,,51536378,6760853e178af224e611e496,14784746,,complete,,6945910928ff13f6ad50d2fa,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x945,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,3166.199999988079,,,,0,0,,,,,,,end,NaN
6,1766167223165,19/12/2025 18:00:23,1766167223039,-5,19/12/2025 13:00:23,169297,29,task-quo2,,51536378,6760853e178af224e611e496,14784746,,complete,,6945910928ff13f6ad50d2fa,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x945,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,END TASK,,,,,21601,,,,,,,,,,,,,NaN
1,1766167173025,19/12/2025 17:59:33,1766167172920,0,19/12/2025 17:59:32,169297,29,task-quo2,,51536336,67dfd2986014ad9eaa886f26,14784749,,complete,,6945916725ee29016567eabc,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x945,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,NaN
2,1766167183021,19/12/2025 17:59:43,1766167182972,0,19/12/2025 17:59:42,169297,29,task-quo2,,51536336,67dfd2986014ad9eaa886f26,14784749,,complete,,6945916725ee29016567eabc,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x945,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,,,,,,LOADING DELAY,,,A loading delay of more than 10s was detected.,,,,,,,,,,NaN
3,1766167265105,19/12/2025 18:01:05,1766167263529,0,19/12/2025 18:01:03,169297,29,task-quo2,,51536336,67dfd2986014ad9eaa886f26,14784749,,complete,,6945916725ee29016567eabc,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x945,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,79305.5,,,,0,0,,,,,,,Intro,NaN
4,1766167300175,19/12/2025 18:01:40,1766167300009,0,19/12/2025 18:01:40,169297,29,task-quo2,,51536336,67dfd2986014ad9eaa886f26,14784749,,complete,,6945916725ee29016567eabc,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x945,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,2,Screen 4,buttonA,response_button_text,36441.90000000596,,,yes,1,1,,,,,,,Intro,NaN
5,1766167301170,19/12/2025 18:01:41,1766167301003,0,19/12/2025 18:01:41,169297,29,task-quo2,,51536336,67dfd2986014ad9eaa886f26,14784749,,complete,,6945916725ee29016567eabc,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x945,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,4,continue,Zone2,timelimit_screen,1000,,,,0,0,,,,1,,,Intro,NaN
6,1766167311227,19/12/2025 18:01:51,1766167310973,0,19/12/2025 18:01:50,169297,29,task-quo2,,51536336,67dfd2986014ad9eaa886f26,14784749,,complete,,6945916725ee29016567eabc,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x945,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,6525,,,,0,0,,,,,,,end,NaN
7,1766167311630,19/12/2025 18:01:51,1766167310987,0,19/12/2025 18:01:50,169297,29,task-quo2,,51536336,67dfd2986014ad9eaa886f26,14784749,,complete,,6945916725ee29016567eabc,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x945,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,END TASK,,,,,138067,,,,,,,,,,,,,NaN
1,1766169991348,19/12/2025 18:46:31,1766169991169,0,19/12/2025 18:46:31,169297,29,task-quo2,,51538589,67d9625169884c7fdecaf0a6,14784751,,complete,,694591629d5eb8c21b978220,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x945,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,NaN
2,1766170031304,19/12/2025 18:47:11,1766170031031,0,19/12/2025 18:47:11,169297,29,task-quo2,,51538589,67d9625169884c7fdecaf0a6,14784751,,complete,,694591629d5eb8c21b978220,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x945,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,32503.90000000596,,,,0,0,,,,,,,Intro,NaN
3,1766170038930,19/12/2025 18:47:18,1766170038667,0,19/12/2025 18:47:18,169297,29,task-quo2,,51538589,67d9625169884c7fdecaf0a6,14784751,,complete,,694591629d5eb8c21b978220,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x945,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,2,Screen 4,buttonA,response_button_text,7612.4000000059605,,,yes,1,1,,,,,,,Intro,NaN
4,1766170039892,19/12/2025 18:47:19,1766170039659,0,19/12/2025 18:47:19,169297,29,task-quo2,,51538589,67d9625169884c7fdecaf0a6,14784751,,complete,,694591629d5eb8c21b978220,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x945,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,4,continue,Zone2,timelimit_screen,1000,,,,0,0,,,,1,,,Intro,NaN
5,1766170042824,19/12/2025 18:47:22,1766170042555,0,19/12/2025 18:47:22,169297,29,task-quo2,,51538589,67d9625169884c7fdecaf0a6,14784751,,complete,,694591629d5eb8c21b978220,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x945,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,2397.4000000059605,,,,0,0,,,,,,,end,NaN
6,1766170043199,19/12/2025 18:47:23,1766170042564,0,19/12/2025 18:47:22,169297,29,task-quo2,,51538589,67d9625169884c7fdecaf0a6,14784751,,complete,,694591629d5eb8c21b978220,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x945,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,END TASK,,,,,51395,,,,,,,,,,,,,NaN
