Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-fj4d,Manipulation: Spreadsheet,Manipulation: EarlyExitButtonText,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,3
5,1766165672953,19/12/2025 17:34:32,1766165672849,-6,19/12/2025 11:34:32,169297,29,task-quo2,,51534311,62a889993e01c9e01ee7066e,14784435,,complete,,69458c92850ce8798a57b02e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1680x1050,1680x962,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,1251,,,,0,0,,,,,,,end,NaN
6,1766165673100,19/12/2025 17:34:33,1766165672852,-6,19/12/2025 11:34:32,169297,29,task-quo2,,51534311,62a889993e01c9e01ee7066e,14784435,,complete,,69458c92850ce8798a57b02e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1680x1050,1680x962,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,END TASK,,,,,6833,,,,,,,,,,,,,NaN
1,1766165673709,19/12/2025 17:34:33,1766165670447,-5,19/12/2025 12:34:30,169297,29,task-quo2,,51534321,66f9a40196d53f05f2232cff,14784436,,complete,,69458c826bd0834fb98e1a75,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1366x768,1358x636,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,NaN
2,1766165682783,19/12/2025 17:34:42,1766165679297,-5,19/12/2025 12:34:39,169297,29,task-quo2,,51534321,66f9a40196d53f05f2232cff,14784436,,complete,,69458c826bd0834fb98e1a75,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1366x768,1358x636,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,6914.799999952316,,,,0,0,,,,,,,Intro,NaN
3,1766165687357,19/12/2025 17:34:47,1766165683880,-5,19/12/2025 12:34:43,169297,29,task-quo2,,51534321,66f9a40196d53f05f2232cff,14784436,,complete,,69458c826bd0834fb98e1a75,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1366x768,1358x636,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,2,Screen 4,buttonA,response_button_text,4567.699999928474,,,yes,1,1,,,,,,,Intro,NaN
4,1766165688088,19/12/2025 17:34:48,1766165684871,-5,19/12/2025 12:34:44,169297,29,task-quo2,,51534321,66f9a40196d53f05f2232cff,14784436,,complete,,69458c826bd0834fb98e1a75,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1366x768,1358x636,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,4,continue,Zone2,timelimit_screen,1000,,,,0,0,,,,1,,,Intro,NaN
5,1766165690979,19/12/2025 17:34:50,1766165687471,-5,19/12/2025 12:34:47,169297,29,task-quo2,,51534321,66f9a40196d53f05f2232cff,14784436,,complete,,69458c826bd0834fb98e1a75,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1366x768,1358x636,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,2539.7000000476837,,,,0,0,,,,,,,end,NaN
6,1766165691096,19/12/2025 17:34:51,1766165687487,-5,19/12/2025 12:34:47,169297,29,task-quo2,,51534321,66f9a40196d53f05f2232cff,14784436,,complete,,69458c826bd0834fb98e1a75,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1366x768,1358x636,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,END TASK,,,,,17040,,,,,,,,,,,,,NaN
1,1766165692499,19/12/2025 17:34:52,1766165692163,-5,19/12/2025 12:34:52,169297,29,task-quo2,,51534343,62d43cee3d60ac98c1dcacc8,14784441,,complete,,69458cacab748cbf2ed1eb60,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1600x900,1600x765,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,NaN
2,1766165708122,19/12/2025 17:35:08,1766165707818,-5,19/12/2025 12:35:07,169297,29,task-quo2,,51534343,62d43cee3d60ac98c1dcacc8,14784441,,complete,,69458cacab748cbf2ed1eb60,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1600x900,1600x765,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,13929.600000023842,,,,0,0,,,,,,,Intro,NaN
3,1766165710349,19/12/2025 17:35:10,1766165710050,-5,19/12/2025 12:35:10,169297,29,task-quo2,,51534343,62d43cee3d60ac98c1dcacc8,14784441,,complete,,69458cacab748cbf2ed1eb60,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1600x900,1600x765,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,2,Screen 4,buttonA,response_button_text,2218.5,,,yes,1,1,,,,,,,Intro,NaN
4,1766165711357,19/12/2025 17:35:11,1766165711043,-5,19/12/2025 12:35:11,169297,29,task-quo2,,51534343,62d43cee3d60ac98c1dcacc8,14784441,,complete,,69458cacab748cbf2ed1eb60,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1600x900,1600x765,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,4,continue,Zone2,timelimit_screen,998.6999999999971,,,,0,0,,,,1,,,Intro,NaN
5,1766165713233,19/12/2025 17:35:13,1766165712952,-5,19/12/2025 12:35:12,169297,29,task-quo2,,51534343,62d43cee3d60ac98c1dcacc8,14784441,,complete,,69458cacab748cbf2ed1eb60,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1600x900,1600x765,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,1841.6000000238419,,,,0,0,,,,,,,end,NaN
6,1766165713363,19/12/2025 17:35:13,1766165712957,-5,19/12/2025 12:35:12,169297,29,task-quo2,,51534343,62d43cee3d60ac98c1dcacc8,14784441,,complete,,69458cacab748cbf2ed1eb60,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1600x900,1600x765,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,END TASK,,,,,20794,,,,,,,,,,,,,NaN
1,1766165708423,19/12/2025 17:35:08,1766165709631,-6,19/12/2025 11:35:09,169297,29,task-quo2,,51534368,597761dfd5ddf60001d14b20,14784445,,complete,,69458caf18ba1a27e455de74,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1200x800,1192x642,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,NaN
2,1766165719091,19/12/2025 17:35:19,1766165720351,-6,19/12/2025 11:35:20,169297,29,task-quo2,,51534368,597761dfd5ddf60001d14b20,14784445,,complete,,69458caf18ba1a27e455de74,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1200x800,1192x642,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,9724.600000143051,,,,0,0,,,,,,,Intro,NaN
3,1766165723081,19/12/2025 17:35:23,1766165724328,-6,19/12/2025 11:35:24,169297,29,task-quo2,,51534368,597761dfd5ddf60001d14b20,14784445,,complete,,69458caf18ba1a27e455de74,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1200x800,1192x642,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,2,Screen 4,buttonA,response_button_text,3929.7000000476837,,,yes,1,1,,,,,,,Intro,NaN
4,1766165724077,19/12/2025 17:35:24,1766165725322,-6,19/12/2025 11:35:25,169297,29,task-quo2,,51534368,597761dfd5ddf60001d14b20,14784445,,complete,,69458caf18ba1a27e455de74,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1200x800,1192x642,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,4,continue,Zone2,timelimit_screen,1001.7000000000007,,,,0,0,,,,1,,,Intro,NaN
5,1766165731403,19/12/2025 17:35:31,1766165732641,-6,19/12/2025 11:35:32,169297,29,task-quo2,,51534368,597761dfd5ddf60001d14b20,14784445,,complete,,69458caf18ba1a27e455de74,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1200x800,1192x642,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,7199.600000143051,,,,0,0,,,,,,,end,NaN
6,1766165731566,19/12/2025 17:35:31,1766165732650,-6,19/12/2025 11:35:32,169297,29,task-quo2,,51534368,597761dfd5ddf60001d14b20,14784445,,complete,,69458caf18ba1a27e455de74,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1200x800,1192x642,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,END TASK,,,,,23019,,,,,,,,,,,,,NaN
1,1766165713719,19/12/2025 17:35:13,1766165713554,-8,19/12/2025 09:35:13,169297,29,task-quo2,,51534379,60dfa0f80964725cfdab1685,14784446,,complete,,69458c9e4aab8f03f54f01ea,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 26.2,820x1180,1180x685,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,NaN
2,1766165769159,19/12/2025 17:36:09,1766165768499,-8,19/12/2025 09:36:08,169297,29,task-quo2,,51534379,60dfa0f80964725cfdab1685,14784446,,complete,,69458c9e4aab8f03f54f01ea,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 26.2,820x1180,1180x685,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,53913,,,,0,0,,,,,,,Intro,NaN
3,1766165773101,19/12/2025 17:36:13,1766165772978,-8,19/12/2025 09:36:12,169297,29,task-quo2,,51534379,60dfa0f80964725cfdab1685,14784446,,complete,,69458c9e4aab8f03f54f01ea,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 26.2,820x1180,1180x685,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,2,Screen 4,buttonA,response_button_text,4462,,,yes,1,1,,,,,,,Intro,NaN
4,1766165774059,19/12/2025 17:36:14,1766165773951,-8,19/12/2025 09:36:13,169297,29,task-quo2,,51534379,60dfa0f80964725cfdab1685,14784446,,complete,,69458c9e4aab8f03f54f01ea,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 26.2,820x1180,1180x685,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,4,continue,Zone2,timelimit_screen,1000,,,,0,0,,,,1,,,Intro,NaN
5,1766165777892,19/12/2025 17:36:17,1766165777790,-8,19/12/2025 09:36:17,169297,29,task-quo2,,51534379,60dfa0f80964725cfdab1685,14784446,,complete,,69458c9e4aab8f03f54f01ea,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 26.2,820x1180,1180x685,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,3784,,,,0,0,,,,,,,end,NaN
6,1766165778084,19/12/2025 17:36:18,1766165777796,-8,19/12/2025 09:36:17,169297,29,task-quo2,,51534379,60dfa0f80964725cfdab1685,14784446,,complete,,69458c9e4aab8f03f54f01ea,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 26.2,820x1180,1180x685,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,END TASK,,,,,64243,,,,,,,,,,,,,NaN
1,1766165713119,19/12/2025 17:35:13,1766165710436,-6,19/12/2025 11:35:10,169297,29,task-quo2,,51534380,5c37aa8b832a8400010983b3,14784447,,complete,,69458cb0d292fd624a45a822,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,NaN
2,1766165767925,19/12/2025 17:36:07,1766165764960,-6,19/12/2025 11:36:04,169297,29,task-quo2,,51534380,5c37aa8b832a8400010983b3,14784447,,complete,,69458cb0d292fd624a45a822,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,54116,,,,0,0,,,,,,,Intro,NaN
3,1766165769409,19/12/2025 17:36:09,1766165766776,-6,19/12/2025 11:36:06,169297,29,task-quo2,,51534380,5c37aa8b832a8400010983b3,14784447,,complete,,69458cb0d292fd624a45a822,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,2,Screen 4,buttonA,response_button_text,1786.9000000059605,,,yes,1,1,,,,,,,Intro,NaN
4,1766165770394,19/12/2025 17:36:10,1766165767762,-6,19/12/2025 11:36:07,169297,29,task-quo2,,51534380,5c37aa8b832a8400010983b3,14784447,,complete,,69458cb0d292fd624a45a822,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,4,continue,Zone2,timelimit_screen,999.8999999999942,,,,0,0,,,,1,,,Intro,NaN
5,1766165773139,19/12/2025 17:36:13,1766165770503,-6,19/12/2025 11:36:10,169297,29,task-quo2,,51534380,5c37aa8b832a8400010983b3,14784447,,complete,,69458cb0d292fd624a45a822,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,2635.8999999910593,,,,0,0,,,,,,,end,NaN
6,1766165773284,19/12/2025 17:36:13,1766165770512,-6,19/12/2025 11:36:10,169297,29,task-quo2,,51534380,5c37aa8b832a8400010983b3,14784447,,complete,,69458cb0d292fd624a45a822,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,END TASK,,,,,60077,,,,,,,,,,,,,NaN
1,1766165713248,19/12/2025 17:35:13,1766165712814,-6,19/12/2025 11:35:12,169297,29,task-quo2,,51534376,60abe580aa82f25a7acc9800,14784448,,complete,,69458cade5088e5640f3b853,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1536x864,1536x695,,,,Task: Browser sound check,2,Incorrect~Correct,Spreadsheet1,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,NaN
2,1766165734803,19/12/2025 17:35:34,1766165734029,-6,19/12/2025 11:35:34,169297,29,task-quo2,,51534376,60abe580aa82f25a7acc9800,14784448,,complete,,69458cade5088e5640f3b853,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1536x864,1536x695,,,,Task: Browser sound check,2,Incorrect~Correct,Spreadsheet1,,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,20700,,,,0,0,,,,,,,Intro,NaN
3,1766165737221,19/12/2025 17:35:37,1766165736806,-6,19/12/2025 11:35:36,169297,29,task-quo2,,51534376,60abe580aa82f25a7acc9800,14784448,,complete,,69458cade5088e5640f3b853,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1536x864,1536x695,,,,Task: Browser sound check,2,Incorrect~Correct,Spreadsheet1,,Spreadsheet1,1,1,2,Screen 4,buttonA,response_button_text,2728.1999999284744,,,yes,1,1,,,,,,,Intro,NaN
4,1766165738229,19/12/2025 17:35:38,1766165737791,-6,19/12/2025 11:35:37,169297,29,task-quo2,,51534376,60abe580aa82f25a7acc9800,14784448,,complete,,69458cade5088e5640f3b853,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1536x864,1536x695,,,,Task: Browser sound check,2,Incorrect~Correct,Spreadsheet1,,Spreadsheet1,1,1,4,continue,Zone2,timelimit_screen,999.7999999999993,,,,0,0,,,,1,,,Intro,NaN
5,1766165741740,19/12/2025 17:35:41,1766165741330,-6,19/12/2025 11:35:41,169297,29,task-quo2,,51534376,60abe580aa82f25a7acc9800,14784448,,complete,,69458cade5088e5640f3b853,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1536x864,1536x695,,,,Task: Browser sound check,2,Incorrect~Correct,Spreadsheet1,,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,3228.2000000476837,,,,0,0,,,,,,,end,NaN
6,1766165741893,19/12/2025 17:35:41,1766165741337,-6,19/12/2025 11:35:41,169297,29,task-quo2,,51534376,60abe580aa82f25a7acc9800,14784448,,complete,,69458cade5088e5640f3b853,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1536x864,1536x695,,,,Task: Browser sound check,2,Incorrect~Correct,Spreadsheet1,,,,END TASK,,,,,28522,,,,,,,,,,,,,NaN
1,1766166065520,19/12/2025 17:41:05,1766166065465,-8,19/12/2025 09:41:05,169297,29,task-quo2,,51534949,546ec14dfdf99b2bc7ebd032,14784451,,complete,,69458cb1599a379c36f7e6e4,computer,Desktop or Laptop,Linux x86_64,Chrome 143.0.0.0,1536x864,1536x683,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,NaN
2,1766166088329,19/12/2025 17:41:28,1766166088253,-8,19/12/2025 09:41:28,169297,29,task-quo2,,51534949,546ec14dfdf99b2bc7ebd032,14784451,,complete,,69458cb1599a379c36f7e6e4,computer,Desktop or Laptop,Linux x86_64,Chrome 143.0.0.0,1536x864,1536x683,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,21932.900000000373,,,,0,0,,,,,,,Intro,NaN
3,1766166090065,19/12/2025 17:41:30,1766166089967,-8,19/12/2025 09:41:29,169297,29,task-quo2,,51534949,546ec14dfdf99b2bc7ebd032,14784451,,complete,,69458cb1599a379c36f7e6e4,computer,Desktop or Laptop,Linux x86_64,Chrome 143.0.0.0,1536x864,1536x683,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,2,Screen 4,buttonA,response_button_text,1664.1000000005588,,,yes,1,1,,,,,,,Intro,NaN
4,1766166090959,19/12/2025 17:41:30,1766166090959,-8,19/12/2025 09:41:30,169297,29,task-quo2,,51534949,546ec14dfdf99b2bc7ebd032,14784451,,complete,,69458cb1599a379c36f7e6e4,computer,Desktop or Laptop,Linux x86_64,Chrome 143.0.0.0,1536x864,1536x683,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,4,continue,Zone2,timelimit_screen,1002,,,,0,0,,,,1,,,Intro,NaN
5,1766166094066,19/12/2025 17:41:34,1766166094035,-8,19/12/2025 09:41:34,169297,29,task-quo2,,51534949,546ec14dfdf99b2bc7ebd032,14784451,,complete,,69458cb1599a379c36f7e6e4,computer,Desktop or Laptop,Linux x86_64,Chrome 143.0.0.0,1536x864,1536x683,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,2939.7000000001863,,,,0,0,,,,,,,end,NaN
6,1766166094280,19/12/2025 17:41:34,1766166094048,-8,19/12/2025 09:41:34,169297,29,task-quo2,,51534949,546ec14dfdf99b2bc7ebd032,14784451,,complete,,69458cb1599a379c36f7e6e4,computer,Desktop or Laptop,Linux x86_64,Chrome 143.0.0.0,1536x864,1536x683,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,END TASK,,,,,28584,,,,,,,,,,,,,NaN
1,1766165735721,19/12/2025 17:35:35,1766165734957,-8,19/12/2025 09:35:34,169297,29,task-quo2,,51534415,6785704c3b1ab8813a4958b0,14784452,,complete,,69458ccb905f2c29c0f83f41,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,NaN
2,1766165802419,19/12/2025 17:36:42,1766165801702,-8,19/12/2025 09:36:41,169297,29,task-quo2,,51534415,6785704c3b1ab8813a4958b0,14784452,,complete,,69458ccb905f2c29c0f83f41,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,65720.19999992847,,,,0,0,,,,,,,Intro,NaN
3,1766165820972,19/12/2025 17:37:00,1766165820276,-8,19/12/2025 09:37:00,169297,29,task-quo2,,51534415,6785704c3b1ab8813a4958b0,14784452,,complete,,69458ccb905f2c29c0f83f41,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,2,Screen 4,buttonA,response_button_text,18552.399999976158,,,yes,1,1,,,,,,,Intro,NaN
4,1766165821989,19/12/2025 17:37:01,1766165821265,-8,19/12/2025 09:37:01,169297,29,task-quo2,,51534415,6785704c3b1ab8813a4958b0,14784452,,complete,,69458ccb905f2c29c0f83f41,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,4,continue,Zone2,timelimit_screen,1000.6000000000058,,,,0,0,,,,1,,,Intro,NaN
5,1766165824385,19/12/2025 17:37:04,1766165823678,-8,19/12/2025 09:37:03,169297,29,task-quo2,,51534415,6785704c3b1ab8813a4958b0,14784452,,complete,,69458ccb905f2c29c0f83f41,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,2323.2000000476837,,,,0,0,,,,,,,end,NaN
