Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-fj4d,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: Image,Spreadsheet: Audio,Spreadsheet: randomise_block,Spreadsheet: gloomy_rating,Spreadsheet: upset_rating,Spreadsheet: scared_rating,Spreadsheet: sad_rating,Spreadsheet: anxious_rating,Spreadsheet: happy_rating,Spreadsheet: satisfied_rating,Spreadsheet: excited_rating,Spreadsheet: joyful_rating,Spreadsheet: relaxed_rating,Manipulation: Spreadsheet,Store: progress,Store: progress_practice
180,1731090189073,08/11/2024 18:23:09,1731072189073,-5,08/11/2024 08:23:09,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,3,Fixation_Image,Fixation Cross,aska1u,1,continue,,2966.6999999999534,2966.6999999999534,2966.6999999999534,2966.6999999999534,2966.6999999999534,2966.6999999999534,1,2966.6999999999534,0,0,,Fixation Timing,Fixation Cross,1,object-49,Fixation_Image,Dirt 1.jpg,,4,,,,,,,,,,,,55,22
181,1731090197075,08/11/2024 18:23:17,1731072197075,-5,08/11/2024 08:23:17,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,3,Fixation_Image,Image,uk5pr7,2,timedOut,,0,0,0,8003.800000023795,8002.199999999953,8003.800000023795,1,0,0,0,,Time Limit,screen,0,screen,Fixation_Image,Dirt 1.jpg,,4,,,,,,,,,,,,55,22
182,1731090197107,08/11/2024 18:23:17,1731072197107,-5,08/11/2024 08:23:17,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,6,Ratings,Ratings,j64n3q,1,info,,16.399999999906868,0,16.399999999906868,16.399999999906868,0,16.399999999906868,1,16.399999999906868,0,0,,Slider,Anxious Slider,3,object-107,Ratings,Dirt 1.jpg,,4,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,55,22
183,1731090197109,08/11/2024 18:23:17,1731072197109,-5,08/11/2024 08:23:17,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,6,Ratings,Ratings,j64n3q,1,info,,16.399999999906868,0,16.399999999906868,16.399999999906868,0,16.399999999906868,1,16.399999999906868,0,0,,Slider,Relaxed Slider,5,object-111,Ratings,Dirt 1.jpg,,4,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,55,22
184,1731090197111,08/11/2024 18:23:17,1731072197111,-5,08/11/2024 08:23:17,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,6,Ratings,Ratings,j64n3q,1,info,,16.399999999906868,0,16.399999999906868,16.399999999906868,0,16.399999999906868,1,16.399999999906868,0,0,,Slider,Gloomy Slider,7,object-114,Ratings,Dirt 1.jpg,,4,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,55,22
185,1731090197113,08/11/2024 18:23:17,1731072197113,-5,08/11/2024 08:23:17,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,6,Ratings,Ratings,j64n3q,1,info,,16.399999999906868,0,16.399999999906868,16.399999999906868,0,16.399999999906868,1,16.399999999906868,0,0,,Slider,Excited Slider,9,object-115,Ratings,Dirt 1.jpg,,4,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,55,22
186,1731090197116,08/11/2024 18:23:17,1731072197116,-5,08/11/2024 08:23:17,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,6,Ratings,Ratings,j64n3q,1,info,,16.399999999906868,0,16.399999999906868,16.399999999906868,0,16.399999999906868,1,16.399999999906868,0,0,,Slider,Happy Slider,11,object-144,Ratings,Dirt 1.jpg,,4,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,55,22
187,1731090197118,08/11/2024 18:23:17,1731072197118,-5,08/11/2024 08:23:17,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,6,Ratings,Ratings,j64n3q,1,info,,16.399999999906868,0,16.399999999906868,16.399999999906868,0,16.399999999906868,1,16.399999999906868,0,0,,Slider,Upset Slider,13,object-129,Ratings,Dirt 1.jpg,,4,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,55,22
188,1731090197121,08/11/2024 18:23:17,1731072197121,-5,08/11/2024 08:23:17,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,6,Ratings,Ratings,j64n3q,1,info,,16.399999999906868,0,16.399999999906868,16.399999999906868,0,16.399999999906868,1,16.399999999906868,0,0,,Slider,Sad Slider,15,object-131,Ratings,Dirt 1.jpg,,4,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,55,22
189,1731090197124,08/11/2024 18:23:17,1731072197124,-5,08/11/2024 08:23:17,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,6,Ratings,Ratings,j64n3q,1,info,,16.399999999906868,0,16.399999999906868,16.399999999906868,0,16.399999999906868,1,16.399999999906868,0,0,,Slider,Satisfied Slider,17,object-133,Ratings,Dirt 1.jpg,,4,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,55,22
190,1731090197126,08/11/2024 18:23:17,1731072197126,-5,08/11/2024 08:23:17,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,6,Ratings,Ratings,j64n3q,1,info,,16.399999999906868,0,16.399999999906868,16.399999999906868,0,16.399999999906868,1,16.399999999906868,0,0,,Slider,Scared Slider,19,object-135,Ratings,Dirt 1.jpg,,4,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,55,22
191,1731090197128,08/11/2024 18:23:17,1731072197128,-5,08/11/2024 08:23:17,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,6,Ratings,Ratings,j64n3q,1,info,,16.399999999906868,0,16.399999999906868,16.399999999906868,0,16.399999999906868,1,16.399999999906868,0,0,,Slider,Joyful Slider,21,object-137,Ratings,Dirt 1.jpg,,4,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,55,22
192,1731090219854,08/11/2024 18:23:39,1731072219854,-5,08/11/2024 08:23:39,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,6,Ratings,Ratings,j64n3q,1,continue,,22778.899999976158,22767.800000000047,22778.899999976158,22778.899999976158,22767.800000000047,22778.899999976158,1,22778.899999976158,0,0,,Click To Continue,Continue,22,object-108,Ratings,Dirt 1.jpg,,4,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,56,22
193,1731090219862,08/11/2024 18:23:39,1731072219862,-5,08/11/2024 08:23:39,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,6,Ratings,Ratings,j64n3q,1,response,93,1066.6000000000931,22767.800000000047,22784.600000000093,1066.6000000000931,22767.800000000047,22784.600000000093,1,1066.6000000000931,21718,0,,Slider,Anxious Slider,3,object-107,Ratings,Dirt 1.jpg,,4,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,57,22
194,1731090219862,08/11/2024 18:23:39,1731072219862,-5,08/11/2024 08:23:39,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,6,Ratings,Ratings,j64n3q,1,response,2,3516.899999999907,22767.800000000047,22784.600000000093,3516.899999999907,22767.800000000047,22784.600000000093,1,3516.899999999907,19267.700000000186,0,,Slider,Relaxed Slider,5,object-111,Ratings,Dirt 1.jpg,,4,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,58,22
195,1731090219863,08/11/2024 18:23:39,1731072219863,-5,08/11/2024 08:23:39,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,6,Ratings,Ratings,j64n3q,1,response,2,6637.600000000093,22767.800000000047,22784.600000000093,6637.600000000093,22767.800000000047,22784.600000000093,1,6637.600000000093,16147,0,,Slider,Gloomy Slider,7,object-114,Ratings,Dirt 1.jpg,,4,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,59,22
196,1731090219864,08/11/2024 18:23:39,1731072219864,-5,08/11/2024 08:23:39,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,6,Ratings,Ratings,j64n3q,1,response,1,5403.5,22767.800000000047,22784.600000000093,5403.5,22767.800000000047,22784.600000000093,1,5403.5,17381.100000000093,0,,Slider,Excited Slider,9,object-115,Ratings,Dirt 1.jpg,,4,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,60,22
197,1731090219865,08/11/2024 18:23:39,1731072219865,-5,08/11/2024 08:23:39,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,6,Ratings,Ratings,j64n3q,1,response,0,11591.699999999953,22767.800000000047,22784.600000000093,11591.699999999953,22767.800000000047,22784.600000000093,1,11591.699999999953,11192.90000000014,0,,Slider,Happy Slider,11,object-144,Ratings,Dirt 1.jpg,,4,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,61,22
198,1731090219866,08/11/2024 18:23:39,1731072219866,-5,08/11/2024 08:23:39,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,6,Ratings,Ratings,j64n3q,1,response,77,9675.100000000093,22767.800000000047,22784.600000000093,9675.100000000093,22767.800000000047,22784.600000000093,1,9675.100000000093,13109.5,0,,Slider,Upset Slider,13,object-129,Ratings,Dirt 1.jpg,,4,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,62,22
199,1731090219867,08/11/2024 18:23:39,1731072219867,-5,08/11/2024 08:23:39,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,6,Ratings,Ratings,j64n3q,1,response,1,12408.300000000047,22767.800000000047,22784.600000000093,12408.300000000047,22767.800000000047,22784.600000000093,1,12408.300000000047,10376.300000000047,0,,Slider,Sad Slider,15,object-131,Ratings,Dirt 1.jpg,,4,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,63,22
200,1731090219868,08/11/2024 18:23:39,1731072219868,-5,08/11/2024 08:23:39,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,6,Ratings,Ratings,j64n3q,1,response,0,15144.800000000047,22767.800000000047,22784.600000000093,15144.800000000047,22767.800000000047,22784.600000000093,1,15144.800000000047,7639.800000000047,0,,Slider,Satisfied Slider,17,object-133,Ratings,Dirt 1.jpg,,4,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,64,22
201,1731090219869,08/11/2024 18:23:39,1731072219869,-5,08/11/2024 08:23:39,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,6,Ratings,Ratings,j64n3q,1,response,13,13525,22767.800000000047,22784.600000000093,13525,22767.800000000047,22784.600000000093,1,13525,9259.600000000093,0,,Slider,Scared Slider,19,object-135,Ratings,Dirt 1.jpg,,4,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,65,22
202,1731090219869,08/11/2024 18:23:39,1731072219869,-5,08/11/2024 08:23:39,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,6,Ratings,Ratings,j64n3q,1,response,0,16478.100000000093,22767.800000000047,22784.600000000093,16478.100000000093,22767.800000000047,22784.600000000093,1,16478.100000000093,6306.5,0,,Slider,Joyful Slider,21,object-137,Ratings,Dirt 1.jpg,,4,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,66,22
203,1731090222814,08/11/2024 18:23:42,1731072222814,-5,08/11/2024 08:23:42,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,4,Fixation_Image,Fixation Cross,aska1u,1,continue,,2971.5,2971.5,2971.5,2971.5,2971.5,2971.5,1,2971.5,0,0,,Fixation Timing,Fixation Cross,1,object-49,Fixation_Image,Clean 1.jpg,,2,,,,,,,,,,,,66,22
204,1731090230817,08/11/2024 18:23:50,1731072230817,-5,08/11/2024 08:23:50,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,4,Fixation_Image,Image,uk5pr7,2,timedOut,,0,0,0,8003.699999999953,8003,8003.699999999953,1,0,0,0,,Time Limit,screen,0,screen,Fixation_Image,Clean 1.jpg,,2,,,,,,,,,,,,66,22
205,1731090230855,08/11/2024 18:23:50,1731072230855,-5,08/11/2024 08:23:50,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,7,Ratings,Ratings,j64n3q,1,info,,17.4000000001397,0,17.4000000001397,17.4000000001397,0,17.4000000001397,1,17.4000000001397,0,0,,Slider,Anxious Slider,3,object-107,Ratings,Clean 1.jpg,,2,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,66,22
206,1731090230857,08/11/2024 18:23:50,1731072230857,-5,08/11/2024 08:23:50,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,7,Ratings,Ratings,j64n3q,1,info,,17.4000000001397,0,17.4000000001397,17.4000000001397,0,17.4000000001397,1,17.4000000001397,0,0,,Slider,Relaxed Slider,5,object-111,Ratings,Clean 1.jpg,,2,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,66,22
207,1731090230859,08/11/2024 18:23:50,1731072230859,-5,08/11/2024 08:23:50,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,7,Ratings,Ratings,j64n3q,1,info,,17.4000000001397,0,17.4000000001397,17.4000000001397,0,17.4000000001397,1,17.4000000001397,0,0,,Slider,Gloomy Slider,7,object-114,Ratings,Clean 1.jpg,,2,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,66,22
208,1731090230861,08/11/2024 18:23:50,1731072230861,-5,08/11/2024 08:23:50,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,7,Ratings,Ratings,j64n3q,1,info,,17.4000000001397,0,17.4000000001397,17.4000000001397,0,17.4000000001397,1,17.4000000001397,0,0,,Slider,Excited Slider,9,object-115,Ratings,Clean 1.jpg,,2,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,66,22
209,1731090230863,08/11/2024 18:23:50,1731072230863,-5,08/11/2024 08:23:50,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,7,Ratings,Ratings,j64n3q,1,info,,17.4000000001397,0,17.4000000001397,17.4000000001397,0,17.4000000001397,1,17.4000000001397,0,0,,Slider,Happy Slider,11,object-144,Ratings,Clean 1.jpg,,2,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,66,22
210,1731090230865,08/11/2024 18:23:50,1731072230865,-5,08/11/2024 08:23:50,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,7,Ratings,Ratings,j64n3q,1,info,,17.4000000001397,0,17.4000000001397,17.4000000001397,0,17.4000000001397,1,17.4000000001397,0,0,,Slider,Upset Slider,13,object-129,Ratings,Clean 1.jpg,,2,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,66,22
211,1731090230867,08/11/2024 18:23:50,1731072230867,-5,08/11/2024 08:23:50,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,7,Ratings,Ratings,j64n3q,1,info,,17.4000000001397,0,17.4000000001397,17.4000000001397,0,17.4000000001397,1,17.4000000001397,0,0,,Slider,Sad Slider,15,object-131,Ratings,Clean 1.jpg,,2,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,66,22
212,1731090230869,08/11/2024 18:23:50,1731072230869,-5,08/11/2024 08:23:50,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,7,Ratings,Ratings,j64n3q,1,info,,17.4000000001397,0,17.4000000001397,17.4000000001397,0,17.4000000001397,1,17.4000000001397,0,0,,Slider,Satisfied Slider,17,object-133,Ratings,Clean 1.jpg,,2,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,66,22
213,1731090230872,08/11/2024 18:23:50,1731072230872,-5,08/11/2024 08:23:50,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,7,Ratings,Ratings,j64n3q,1,info,,17.4000000001397,0,17.4000000001397,17.4000000001397,0,17.4000000001397,1,17.4000000001397,0,0,,Slider,Scared Slider,19,object-135,Ratings,Clean 1.jpg,,2,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,66,22
214,1731090230873,08/11/2024 18:23:50,1731072230873,-5,08/11/2024 08:23:50,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,7,Ratings,Ratings,j64n3q,1,info,,17.4000000001397,0,17.4000000001397,17.4000000001397,0,17.4000000001397,1,17.4000000001397,0,0,,Slider,Joyful Slider,21,object-137,Ratings,Clean 1.jpg,,2,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,66,22
215,1731090269081,08/11/2024 18:24:29,1731072269081,-5,08/11/2024 08:24:29,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,7,Ratings,Ratings,j64n3q,1,continue,,38263.09999997611,38260.69999999995,38263.09999997611,38263.09999997611,38260.69999999995,38263.09999997611,1,38263.09999997611,0,0,,Click To Continue,Continue,22,object-108,Ratings,Clean 1.jpg,,2,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,67,22
216,1731090269089,08/11/2024 18:24:29,1731072269089,-5,08/11/2024 08:24:29,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,7,Ratings,Ratings,j64n3q,1,response,0,3736.5999999998603,38260.69999999995,38271.69999999995,3736.5999999998603,38260.69999999995,38271.69999999995,1,3736.5999999998603,34535.10000000009,0,,Slider,Anxious Slider,3,object-107,Ratings,Clean 1.jpg,,2,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,68,22
217,1731090269090,08/11/2024 18:24:29,1731072269090,-5,08/11/2024 08:24:29,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,7,Ratings,Ratings,j64n3q,1,response,88,6741.699999999953,38260.69999999995,38272.39999998803,6741.699999999953,38260.69999999995,38272.39999998803,1,6741.699999999953,31530.69999998808,0,,Slider,Relaxed Slider,5,object-111,Ratings,Clean 1.jpg,,2,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,69,22
218,1731090269090,08/11/2024 18:24:29,1731072269090,-5,08/11/2024 08:24:29,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,7,Ratings,Ratings,j64n3q,1,response,4,12584.300000000047,38260.69999999995,38273.19999999995,12584.300000000047,38260.69999999995,38273.19999999995,1,12584.300000000047,25688.899999999907,0,,Slider,Gloomy Slider,7,object-114,Ratings,Clean 1.jpg,,2,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,70,22
219,1731090269091,08/11/2024 18:24:29,1731072269091,-5,08/11/2024 08:24:29,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,7,Ratings,Ratings,j64n3q,1,response,5,8741,38260.69999999995,38274.000000011874,8741,38260.69999999995,38274.000000011874,1,8741,29533.000000011874,0,,Slider,Excited Slider,9,object-115,Ratings,Clean 1.jpg,,2,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,71,22
220,1731090269092,08/11/2024 18:24:29,1731072269092,-5,08/11/2024 08:24:29,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,7,Ratings,Ratings,j64n3q,1,response,50,16870.199999999953,38260.69999999995,38274.69999999995,16870.199999999953,38260.69999999995,38274.69999999995,1,16870.199999999953,21404.5,0,,Slider,Happy Slider,11,object-144,Ratings,Clean 1.jpg,,2,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,72,22
221,1731090269093,08/11/2024 18:24:29,1731072269093,-5,08/11/2024 08:24:29,169297,24,task-6dig,,41204403,TEAM_YA_054,12032469,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x711,,,0,rating-task,17,,Spreadsheet,Spreadsheet,7,Ratings,Ratings,j64n3q,1,response,0,21107.59999999986,38260.69999999995,38275.59999997611,21107.59999999986,38260.69999999995,38275.59999997611,1,21107.59999999986,17167.99999997625,0,,Slider,Upset Slider,13,object-129,Ratings,Clean 1.jpg,,2,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,73,22
