Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-fj4d,Manipulation: Spreadsheet,Manipulation: correctAnswerCount,Manipulation: EarlyExitButtonText,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,stimuli,ShowProgressBar
12,1766262635051,20/12/2025 20:30:35,1766262634408,-5,20/12/2025 15:30:34,169297,30,task-cusq,repeat-xtpj#2,51562766,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,1,3,Screen 2,buttonB,response_button_text,1143.9000000059605,,,2,1,1,,,,,,1,Trial,2,HugginsPitch_9_2.flac,1
13,1766262636070,20/12/2025 20:30:36,1766262635391,-5,20/12/2025 15:30:35,169297,30,task-cusq,repeat-xtpj#2,51562766,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,2,1,Screen 3,Zone3,timelimit_screen,999.5,,,,0,0,,,,1,,1,Trial,1,HugginsPitch_8_1.flac,1
14,1766262636567,20/12/2025 20:30:36,1766262635402,-5,20/12/2025 15:30:35,169297,30,task-cusq,repeat-xtpj#2,51562766,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,2,2,Screen 1,content,content_web_audio,1.0999999940395355,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,1,HugginsPitch_8_1.flac,1
15,1766262642060,20/12/2025 20:30:42,1766262641406,-5,20/12/2025 15:30:41,169297,30,task-cusq,repeat-xtpj#2,51562766,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,2,2,Screen 1,content,content_web_audio,6004,,,,0,0,,,,,,1,Trial,1,HugginsPitch_8_1.flac,1
16,1766262643133,20/12/2025 20:30:43,1766262642489,-5,20/12/2025 15:30:42,169297,30,task-cusq,repeat-xtpj#2,51562766,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,2,3,Screen 2,buttonB,response_button_text,1069.0999999940395,,,2,1,0,,,,,,1,Trial,1,HugginsPitch_8_1.flac,1
17,1766262644127,20/12/2025 20:30:44,1766262643488,-5,20/12/2025 15:30:43,169297,30,task-cusq,repeat-xtpj#2,51562766,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,3,3,1,Screen 3,Zone3,timelimit_screen,999.5999999999985,,,,0,0,,,,1,,1,Trial,3,HugginsPitch_2_3.flac,1
18,1766262644500,20/12/2025 20:30:44,1766262643505,-5,20/12/2025 15:30:43,169297,30,task-cusq,repeat-xtpj#2,51562766,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,3,3,2,Screen 1,content,content_web_audio,1.0999999940395355,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,3,HugginsPitch_2_3.flac,1
19,1766262650171,20/12/2025 20:30:50,1766262649507,-5,20/12/2025 15:30:49,169297,30,task-cusq,repeat-xtpj#2,51562766,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,3,3,2,Screen 1,content,content_web_audio,6003.299999982119,,,,0,0,,,,,,1,Trial,3,HugginsPitch_2_3.flac,1
20,1766262651084,20/12/2025 20:30:51,1766262650428,-5,20/12/2025 15:30:50,169297,30,task-cusq,repeat-xtpj#2,51562766,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,3,3,3,Screen 2,buttonC,response_button_text,906.5999999940395,,,3,1,1,,,,,,1,Trial,3,HugginsPitch_2_3.flac,1
21,1766262652067,20/12/2025 20:30:52,1766262651418,-5,20/12/2025 15:30:51,169297,30,task-cusq,repeat-xtpj#2,51562766,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,7,4,1,Screen 3,Zone3,timelimit_screen,999.6999999999971,,,,0,0,,,,1,,1,Trial,2,HugginsPitch_6_2.flac,1
22,1766262652446,20/12/2025 20:30:52,1766262651436,-5,20/12/2025 15:30:51,169297,30,task-cusq,repeat-xtpj#2,51562766,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,7,4,2,Screen 1,content,content_web_audio,1.2000000178813934,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,2,HugginsPitch_6_2.flac,1
23,1766262658075,20/12/2025 20:30:58,1766262657438,-5,20/12/2025 15:30:57,169297,30,task-cusq,repeat-xtpj#2,51562766,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,7,4,2,Screen 1,content,content_web_audio,6003.100000023842,,,,0,0,,,,,,1,Trial,2,HugginsPitch_6_2.flac,1
24,1766262658972,20/12/2025 20:30:58,1766262658333,-5,20/12/2025 15:30:58,169297,30,task-cusq,repeat-xtpj#2,51562766,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,7,4,3,Screen 2,buttonB,response_button_text,883.7999999821186,,,2,1,1,,,,,,1,Trial,2,HugginsPitch_6_2.flac,1
25,1766262659952,20/12/2025 20:30:59,1766262659332,-5,20/12/2025 15:30:59,169297,30,task-cusq,repeat-xtpj#2,51562766,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,2,5,1,Screen 3,Zone3,timelimit_screen,999.5999999999985,,,,0,0,,,,1,,1,Trial,1,HugginsPitch_1_1.flac,1
26,1766262660343,20/12/2025 20:31:00,1766262659348,-5,20/12/2025 15:30:59,169297,30,task-cusq,repeat-xtpj#2,51562766,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,2,5,2,Screen 1,content,content_web_audio,1.199999988079071,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,1,HugginsPitch_1_1.flac,1
27,1766262665972,20/12/2025 20:31:05,1766262665351,-5,20/12/2025 15:31:05,169297,30,task-cusq,repeat-xtpj#2,51562766,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,2,5,2,Screen 1,content,content_web_audio,6003.4000000059605,,,,0,0,,,,,,1,Trial,1,HugginsPitch_1_1.flac,1
28,1766262667157,20/12/2025 20:31:07,1766262666520,-5,20/12/2025 15:31:06,169297,30,task-cusq,repeat-xtpj#2,51562766,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,2,5,3,Screen 2,buttonC,response_button_text,1157.4000000059605,,,3,1,0,,,,,,1,Trial,1,HugginsPitch_1_1.flac,1
29,1766262668167,20/12/2025 20:31:08,1766262667512,-5,20/12/2025 15:31:07,169297,30,task-cusq,repeat-xtpj#2,51562766,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,6,1,Screen 3,Zone3,timelimit_screen,999.5,,,,0,0,,,,1,,1,Trial,2,HugginsPitch_12_2.flac,1
30,1766262668587,20/12/2025 20:31:08,1766262667527,-5,20/12/2025 15:31:07,169297,30,task-cusq,repeat-xtpj#2,51562766,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,6,2,Screen 1,content,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,2,HugginsPitch_12_2.flac,1
31,1766262674282,20/12/2025 20:31:14,1766262673529,-5,20/12/2025 15:31:13,169297,30,task-cusq,repeat-xtpj#2,51562766,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,6,2,Screen 1,content,content_web_audio,6002.5999999940395,,,,0,0,,,,,,1,Trial,2,HugginsPitch_12_2.flac,1
32,1766262675102,20/12/2025 20:31:15,1766262674428,-5,20/12/2025 15:31:14,169297,30,task-cusq,repeat-xtpj#2,51562766,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,6,3,Screen 2,buttonC,response_button_text,887.7000000178814,,,3,1,0,,,,,,1,Trial,2,HugginsPitch_12_2.flac,1
33,1766262677416,20/12/2025 20:31:17,1766262676779,-5,20/12/2025 15:31:16,169297,30,task-cusq,repeat-xtpj#2,51562766,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,14,1,1,Screen 1,advancementZone,continue_button,2343.699999988079,,,,0,0,,,,,,,End,,,
34,1766262677846,20/12/2025 20:31:17,1766262676791,-5,20/12/2025 15:31:16,169297,30,task-cusq,repeat-xtpj#2,51562766,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,,,END TASK,,,,,68796,,,,,,,,,,,,,,,
1,1766262595179,20/12/2025 20:29:55,1766262593163,-9,20/12/2025 11:29:53,169297,30,task-cusq,repeat-xtpj#1,51562760,62dc4a5fef307ee53c61afcc,14788581,,complete,,69470656a47d482d85d6a132,computer,Desktop or Laptop,Chromium OS 14816.17.0,Chrome 103.0.0.0,1366x768,1366x649,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,,,
2,1766262602396,20/12/2025 20:30:02,1766262599369,-9,20/12/2025 11:29:59,169297,30,task-cusq,repeat-xtpj#1,51562760,62dc4a5fef307ee53c61afcc,14788581,,complete,,69470656a47d482d85d6a132,computer,Desktop or Laptop,Chromium OS 14816.17.0,Chrome 103.0.0.0,1366x768,1366x649,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,1,Screen 5,Zone1,continue_button,4089.2999999970198,,,,0,0,,,,,,,Instructions,,,
3,1766262603815,20/12/2025 20:30:03,1766262601838,-9,20/12/2025 11:30:01,169297,30,task-cusq,repeat-xtpj#1,51562760,62dc4a5fef307ee53c61afcc,14788581,,complete,,69470656a47d482d85d6a132,computer,Desktop or Laptop,Chromium OS 14816.17.0,Chrome 103.0.0.0,1366x768,1366x649,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,2,Screen 2,Zone1,content_web_audio,2434.5,,,AUDIO PLAY REQUESTED,1,0,,,,,,,Instructions,,,
4,1766262616729,20/12/2025 20:30:16,1766262613838,-9,20/12/2025 11:30:13,169297,30,task-cusq,repeat-xtpj#1,51562760,62dc4a5fef307ee53c61afcc,14788581,,complete,,69470656a47d482d85d6a132,computer,Desktop or Laptop,Chromium OS 14816.17.0,Chrome 103.0.0.0,1366x768,1366x649,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,2,Screen 2,script,force_advance,14472.648,,,,0,0,,,,,,,Instructions,,,
5,1766262638639,20/12/2025 20:30:38,1766262635748,-9,20/12/2025 11:30:35,169297,30,task-cusq,repeat-xtpj#1,51562760,62dc4a5fef307ee53c61afcc,14788581,,complete,,69470656a47d482d85d6a132,computer,Desktop or Laptop,Chromium OS 14816.17.0,Chrome 103.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,3,Screen 1,Zone2,content_web_audio,21835.5,,,AUDIO PLAY REQUESTED,1,0,,,,,,,Instructions,,,
6,1766262643687,20/12/2025 20:30:43,1766262641764,-9,20/12/2025 11:30:41,169297,30,task-cusq,repeat-xtpj#1,51562760,62dc4a5fef307ee53c61afcc,14788581,,complete,,69470656a47d482d85d6a132,computer,Desktop or Laptop,Chromium OS 14816.17.0,Chrome 103.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,3,Screen 1,Zone2,content_web_audio,27850.69999998808,,,,0,0,,,,,,,Instructions,,,
7,1766262646049,20/12/2025 20:30:46,1766262644087,-9,20/12/2025 11:30:44,169297,30,task-cusq,repeat-xtpj#1,51562760,62dc4a5fef307ee53c61afcc,14788581,,complete,,69470656a47d482d85d6a132,computer,Desktop or Laptop,Chromium OS 14816.17.0,Chrome 103.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,4,Screen 6,Zone1,continue_button,2277.4000000059605,,,,0,0,,,,,,,Instructions,,,
8,1766262651993,20/12/2025 20:30:51,1766262649257,-9,20/12/2025 11:30:49,169297,30,task-cusq,repeat-xtpj#1,51562760,62dc4a5fef307ee53c61afcc,14788581,,complete,,69470656a47d482d85d6a132,computer,Desktop or Laptop,Chromium OS 14816.17.0,Chrome 103.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,5,Screen 3,Zone1,continue_button,5137.20000000298,,,,0,0,,,,,,,Instructions,,,
9,1766262652452,20/12/2025 20:30:52,1766262650248,-9,20/12/2025 11:30:50,169297,30,task-cusq,repeat-xtpj#1,51562760,62dc4a5fef307ee53c61afcc,14788581,,complete,,69470656a47d482d85d6a132,computer,Desktop or Laptop,Chromium OS 14816.17.0,Chrome 103.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,5,1,1,Screen 3,Zone3,timelimit_screen,1002.7739999999976,,,,0,0,,,,1,,1,Trial,3,HugginsPitch_4_3.flac,1
10,1766262652452,20/12/2025 20:30:52,1766262650278,-9,20/12/2025 11:30:50,169297,30,task-cusq,repeat-xtpj#1,51562760,62dc4a5fef307ee53c61afcc,14788581,,complete,,69470656a47d482d85d6a132,computer,Desktop or Laptop,Chromium OS 14816.17.0,Chrome 103.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,5,1,2,Screen 1,content,content_web_audio,2.7999999970197678,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,3,HugginsPitch_4_3.flac,1
11,1766262658222,20/12/2025 20:30:58,1766262656283,-9,20/12/2025 11:30:56,169297,30,task-cusq,repeat-xtpj#1,51562760,62dc4a5fef307ee53c61afcc,14788581,,complete,,69470656a47d482d85d6a132,computer,Desktop or Laptop,Chromium OS 14816.17.0,Chrome 103.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,5,1,2,Screen 1,content,content_web_audio,6006.399999991059,,,,0,0,,,,,,1,Trial,3,HugginsPitch_4_3.flac,1
12,1766262660772,20/12/2025 20:31:00,1766262657769,-9,20/12/2025 11:30:57,169297,30,task-cusq,repeat-xtpj#1,51562760,62dc4a5fef307ee53c61afcc,14788581,,complete,,69470656a47d482d85d6a132,computer,Desktop or Laptop,Chromium OS 14816.17.0,Chrome 103.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,5,1,3,Screen 2,buttonC,response_button_text,1435,,,3,1,1,,,,,,1,Trial,3,HugginsPitch_4_3.flac,1
13,1766262661182,20/12/2025 20:31:01,1766262658746,-9,20/12/2025 11:30:58,169297,30,task-cusq,repeat-xtpj#1,51562760,62dc4a5fef307ee53c61afcc,14788581,,complete,,69470656a47d482d85d6a132,computer,Desktop or Laptop,Chromium OS 14816.17.0,Chrome 103.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,7,2,1,Screen 3,Zone3,timelimit_screen,1000.2489999999962,,,,0,0,,,,1,,1,Trial,2,HugginsPitch_6_2.flac,1
14,1766262661182,20/12/2025 20:31:01,1766262658775,-9,20/12/2025 11:30:58,169297,30,task-cusq,repeat-xtpj#1,51562760,62dc4a5fef307ee53c61afcc,14788581,,complete,,69470656a47d482d85d6a132,computer,Desktop or Laptop,Chromium OS 14816.17.0,Chrome 103.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,7,2,2,Screen 1,content,content_web_audio,2.0999999940395355,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,2,HugginsPitch_6_2.flac,1
15,1766262666685,20/12/2025 20:31:06,1766262664779,-9,20/12/2025 11:31:04,169297,30,task-cusq,repeat-xtpj#1,51562760,62dc4a5fef307ee53c61afcc,14788581,,complete,,69470656a47d482d85d6a132,computer,Desktop or Laptop,Chromium OS 14816.17.0,Chrome 103.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,7,2,2,Screen 1,content,content_web_audio,6004.79999999702,,,,0,0,,,,,,1,Trial,2,HugginsPitch_6_2.flac,1
16,1766262667861,20/12/2025 20:31:07,1766262665924,-9,20/12/2025 11:31:05,169297,30,task-cusq,repeat-xtpj#1,51562760,62dc4a5fef307ee53c61afcc,14788581,,complete,,69470656a47d482d85d6a132,computer,Desktop or Laptop,Chromium OS 14816.17.0,Chrome 103.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,7,2,3,Screen 2,buttonA,response_button_text,1101.5,,,1,1,0,,,,,,1,Trial,2,HugginsPitch_6_2.flac,1
17,1766262668814,20/12/2025 20:31:08,1766262666901,-9,20/12/2025 11:31:06,169297,30,task-cusq,repeat-xtpj#1,51562760,62dc4a5fef307ee53c61afcc,14788581,,complete,,69470656a47d482d85d6a132,computer,Desktop or Laptop,Chromium OS 14816.17.0,Chrome 103.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,3,1,Screen 3,Zone3,timelimit_screen,1000.627999999997,,,,0,0,,,,1,,1,Trial,2,HugginsPitch_12_2.flac,1
18,1766262669184,20/12/2025 20:31:09,1766262666954,-9,20/12/2025 11:31:06,169297,30,task-cusq,repeat-xtpj#1,51562760,62dc4a5fef307ee53c61afcc,14788581,,complete,,69470656a47d482d85d6a132,computer,Desktop or Laptop,Chromium OS 14816.17.0,Chrome 103.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,3,2,Screen 1,content,content_web_audio,2.2999999970197678,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,2,HugginsPitch_12_2.flac,1
19,1766262675743,20/12/2025 20:31:15,1766262672958,-9,20/12/2025 11:31:12,169297,30,task-cusq,repeat-xtpj#1,51562760,62dc4a5fef307ee53c61afcc,14788581,,complete,,69470656a47d482d85d6a132,computer,Desktop or Laptop,Chromium OS 14816.17.0,Chrome 103.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,3,2,Screen 1,content,content_web_audio,6004.79999999702,,,,0,0,,,,,,1,Trial,2,HugginsPitch_12_2.flac,1
20,1766262676085,20/12/2025 20:31:16,1766262673604,-9,20/12/2025 11:31:13,169297,30,task-cusq,repeat-xtpj#1,51562760,62dc4a5fef307ee53c61afcc,14788581,,complete,,69470656a47d482d85d6a132,computer,Desktop or Laptop,Chromium OS 14816.17.0,Chrome 103.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,3,3,Screen 2,buttonB,response_button_text,602.2999999970198,,,2,1,1,,,,,,1,Trial,2,HugginsPitch_12_2.flac,1
21,1766262676500,20/12/2025 20:31:16,1766262674586,-9,20/12/2025 11:31:14,169297,30,task-cusq,repeat-xtpj#1,51562760,62dc4a5fef307ee53c61afcc,14788581,,complete,,69470656a47d482d85d6a132,computer,Desktop or Laptop,Chromium OS 14816.17.0,Chrome 103.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,4,1,Screen 3,Zone3,timelimit_screen,1000.2649999999994,,,,0,0,,,,1,,1,Trial,2,HugginsPitch_9_2.flac,1
22,1766262676752,20/12/2025 20:31:16,1766262674619,-9,20/12/2025 11:31:14,169297,30,task-cusq,repeat-xtpj#1,51562760,62dc4a5fef307ee53c61afcc,14788581,,complete,,69470656a47d482d85d6a132,computer,Desktop or Laptop,Chromium OS 14816.17.0,Chrome 103.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,4,2,Screen 1,content,content_web_audio,2.5,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,2,HugginsPitch_9_2.flac,1
23,1766262683253,20/12/2025 20:31:23,1766262680622,-9,20/12/2025 11:31:20,169297,30,task-cusq,repeat-xtpj#1,51562760,62dc4a5fef307ee53c61afcc,14788581,,complete,,69470656a47d482d85d6a132,computer,Desktop or Laptop,Chromium OS 14816.17.0,Chrome 103.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,4,2,Screen 1,content,content_web_audio,6005,,,,0,0,,,,,,1,Trial,2,HugginsPitch_9_2.flac,1
24,1766262695176,20/12/2025 20:31:35,1766262692256,-9,20/12/2025 11:31:32,169297,30,task-cusq,repeat-xtpj#1,51562760,62dc4a5fef307ee53c61afcc,14788581,,complete,,69470656a47d482d85d6a132,computer,Desktop or Laptop,Chromium OS 14816.17.0,Chrome 103.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,4,3,Screen 2,buttonC,response_button_text,11594.5,,,3,1,0,,,,,,1,Trial,2,HugginsPitch_9_2.flac,1
25,1766262695608,20/12/2025 20:31:35,1766262693246,-9,20/12/2025 11:31:33,169297,30,task-cusq,repeat-xtpj#1,51562760,62dc4a5fef307ee53c61afcc,14788581,,complete,,69470656a47d482d85d6a132,computer,Desktop or Laptop,Chromium OS 14816.17.0,Chrome 103.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,12,5,1,Screen 3,Zone3,timelimit_screen,1001.2960000000021,,,,0,0,,,,1,,1,Trial,3,HugginsPitch_11_3.flac,1
