Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-fj4d,Manipulation: Spreadsheet,Manipulation: correctAnswerCount,Manipulation: EarlyExitButtonText,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,stimuli,ShowProgressBar
15,1766262519779,20/12/2025 20:28:39,1766262519237,-5,20/12/2025 15:28:39,169297,30,task-cusq,repeat-xtpj#1,51562721,6266e63b82fa38e800e33a24,14788572,,complete,,6947065104ec759dcb1749b8,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,3,2,2,Screen 1,content,content_web_audio,6004.899999976158,,,,0,0,,,,,,1,Trial,3,HugginsPitch_2_3.flac,1
16,1766262520739,20/12/2025 20:28:40,1766262520199,-5,20/12/2025 15:28:40,169297,30,task-cusq,repeat-xtpj#1,51562721,6266e63b82fa38e800e33a24,14788572,,complete,,6947065104ec759dcb1749b8,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,3,2,3,Screen 2,buttonC,response_button_text,929.3000000715256,,,3,1,1,,,,,,1,Trial,3,HugginsPitch_2_3.flac,1
17,1766262521764,20/12/2025 20:28:41,1766262521196,-5,20/12/2025 15:28:41,169297,30,task-cusq,repeat-xtpj#1,51562721,6266e63b82fa38e800e33a24,14788572,,complete,,6947065104ec759dcb1749b8,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,3,1,Screen 3,Zone3,timelimit_screen,1000,,,,0,0,,,,1,,1,Trial,1,HugginsPitch_8_1.flac,1
18,1766262521912,20/12/2025 20:28:41,1766262521230,-5,20/12/2025 15:28:41,169297,30,task-cusq,repeat-xtpj#1,51562721,6266e63b82fa38e800e33a24,14788572,,complete,,6947065104ec759dcb1749b8,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,3,2,Screen 1,content,content_web_audio,5.199999928474426,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,1,HugginsPitch_8_1.flac,1
19,1766262527778,20/12/2025 20:28:47,1766262527234,-5,20/12/2025 15:28:47,169297,30,task-cusq,repeat-xtpj#1,51562721,6266e63b82fa38e800e33a24,14788572,,complete,,6947065104ec759dcb1749b8,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,3,2,Screen 1,content,content_web_audio,6008.599999904633,,,,0,0,,,,,,1,Trial,1,HugginsPitch_8_1.flac,1
20,1766262528829,20/12/2025 20:28:48,1766262528292,-5,20/12/2025 15:28:48,169297,30,task-cusq,repeat-xtpj#1,51562721,6266e63b82fa38e800e33a24,14788572,,complete,,6947065104ec759dcb1749b8,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,3,3,Screen 2,buttonA,response_button_text,1032.5999999046326,,,1,1,1,,,,,,1,Trial,1,HugginsPitch_8_1.flac,1
21,1766262529824,20/12/2025 20:28:49,1766262529279,-5,20/12/2025 15:28:49,169297,30,task-cusq,repeat-xtpj#1,51562721,6266e63b82fa38e800e33a24,14788572,,complete,,6947065104ec759dcb1749b8,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,5,4,1,Screen 3,Zone3,timelimit_screen,1000.1000000000058,,,,0,0,,,,1,,1,Trial,3,HugginsPitch_4_3.flac,1
22,1766262529933,20/12/2025 20:28:49,1766262529313,-5,20/12/2025 15:28:49,169297,30,task-cusq,repeat-xtpj#1,51562721,6266e63b82fa38e800e33a24,14788572,,complete,,6947065104ec759dcb1749b8,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,5,4,2,Screen 1,content,content_web_audio,1.899999976158142,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,3,HugginsPitch_4_3.flac,1
23,1766262535856,20/12/2025 20:28:55,1766262535315,-5,20/12/2025 15:28:55,169297,30,task-cusq,repeat-xtpj#1,51562721,6266e63b82fa38e800e33a24,14788572,,complete,,6947065104ec759dcb1749b8,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,5,4,2,Screen 1,content,content_web_audio,6003.199999928474,,,,0,0,,,,,,1,Trial,3,HugginsPitch_4_3.flac,1
24,1766262536818,20/12/2025 20:28:56,1766262536286,-5,20/12/2025 15:28:56,169297,30,task-cusq,repeat-xtpj#1,51562721,6266e63b82fa38e800e33a24,14788572,,complete,,6947065104ec759dcb1749b8,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,5,4,3,Screen 2,buttonC,response_button_text,948.1999999284744,,,3,1,1,,,,,,1,Trial,3,HugginsPitch_4_3.flac,1
25,1766262537825,20/12/2025 20:28:57,1766262537278,-5,20/12/2025 15:28:57,169297,30,task-cusq,repeat-xtpj#1,51562721,6266e63b82fa38e800e33a24,14788572,,complete,,6947065104ec759dcb1749b8,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,11,5,1,Screen 3,Zone3,timelimit_screen,1000,,,,0,0,,,,1,,1,Trial,2,HugginsPitch_10_2.flac,1
26,1766262537958,20/12/2025 20:28:57,1766262537298,-5,20/12/2025 15:28:57,169297,30,task-cusq,repeat-xtpj#1,51562721,6266e63b82fa38e800e33a24,14788572,,complete,,6947065104ec759dcb1749b8,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,11,5,2,Screen 1,content,content_web_audio,2.100000023841858,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,2,HugginsPitch_10_2.flac,1
27,1766262543846,20/12/2025 20:29:03,1766262543300,-5,20/12/2025 15:29:03,169297,30,task-cusq,repeat-xtpj#1,51562721,6266e63b82fa38e800e33a24,14788572,,complete,,6947065104ec759dcb1749b8,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,11,5,2,Screen 1,content,content_web_audio,6003.799999952316,,,,0,0,,,,,,1,Trial,2,HugginsPitch_10_2.flac,1
28,1766262544737,20/12/2025 20:29:04,1766262544207,-5,20/12/2025 15:29:04,169297,30,task-cusq,repeat-xtpj#1,51562721,6266e63b82fa38e800e33a24,14788572,,complete,,6947065104ec759dcb1749b8,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,11,5,3,Screen 2,buttonA,response_button_text,884.6999999284744,,,1,1,0,,,,,,1,Trial,2,HugginsPitch_10_2.flac,1
29,1766262545743,20/12/2025 20:29:05,1766262545196,-5,20/12/2025 15:29:05,169297,30,task-cusq,repeat-xtpj#1,51562721,6266e63b82fa38e800e33a24,14788572,,complete,,6947065104ec759dcb1749b8,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,6,1,Screen 3,Zone3,timelimit_screen,999.8999999999942,,,,0,0,,,,1,,1,Trial,2,HugginsPitch_12_2.flac,1
30,1766262545882,20/12/2025 20:29:05,1766262545215,-5,20/12/2025 15:29:05,169297,30,task-cusq,repeat-xtpj#1,51562721,6266e63b82fa38e800e33a24,14788572,,complete,,6947065104ec759dcb1749b8,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,6,2,Screen 1,content,content_web_audio,2.600000023841858,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,2,HugginsPitch_12_2.flac,1
31,1766262551755,20/12/2025 20:29:11,1766262551218,-5,20/12/2025 15:29:11,169297,30,task-cusq,repeat-xtpj#1,51562721,6266e63b82fa38e800e33a24,14788572,,complete,,6947065104ec759dcb1749b8,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,6,2,Screen 1,content,content_web_audio,6005.5,,,,0,0,,,,,,1,Trial,2,HugginsPitch_12_2.flac,1
32,1766262552600,20/12/2025 20:29:12,1766262552059,-5,20/12/2025 15:29:12,169297,30,task-cusq,repeat-xtpj#1,51562721,6266e63b82fa38e800e33a24,14788572,,complete,,6947065104ec759dcb1749b8,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,6,3,Screen 2,buttonB,response_button_text,819.8999999761581,,,2,1,1,,,,,,1,Trial,2,HugginsPitch_12_2.flac,1
33,1766262559015,20/12/2025 20:29:19,1766262558466,-5,20/12/2025 15:29:18,169297,30,task-cusq,repeat-xtpj#1,51562721,6266e63b82fa38e800e33a24,14788572,,complete,,6947065104ec759dcb1749b8,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,14,1,1,Screen 1,advancementZone,continue_button,6400.799999952316,,,,0,0,,,,,,,End,,,
34,1766262559147,20/12/2025 20:29:19,1766262558478,-5,20/12/2025 15:29:18,169297,30,task-cusq,repeat-xtpj#1,51562721,6266e63b82fa38e800e33a24,14788572,,complete,,6947065104ec759dcb1749b8,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,,,END TASK,,,,,147991,,,,,,,,,,,,,,,
1,1766262453453,20/12/2025 20:27:33,1766262452983,-5,20/12/2025 15:27:32,169297,30,task-cusq,repeat-xtpj#1,51562728,60c381c26357c51532f1b378,14788575,,complete,,6947064a50e31375c62f6cb1,computer,Desktop or Laptop,Windows 10,Firefox 146.0,1536x864,1458x750,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,,,
2,1766262455671,20/12/2025 20:27:35,1766262455249,-5,20/12/2025 15:27:35,169297,30,task-cusq,repeat-xtpj#1,51562728,60c381c26357c51532f1b378,14788575,,complete,,6947064a50e31375c62f6cb1,computer,Desktop or Laptop,Windows 10,Firefox 146.0,1536x864,1458x750,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,1,Screen 5,Zone1,continue_button,1837,,,,0,0,,,,,,,Instructions,,,
3,1766262458951,20/12/2025 20:27:38,1766262458529,-5,20/12/2025 15:27:38,169297,30,task-cusq,repeat-xtpj#1,51562728,60c381c26357c51532f1b378,14788575,,complete,,6947064a50e31375c62f6cb1,computer,Desktop or Laptop,Windows 10,Firefox 146.0,1536x864,1458x750,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,2,Screen 2,Zone1,content_web_audio,3275,,,AUDIO PLAY REQUESTED,1,0,,,,,,,Instructions,,,
4,1766262469847,20/12/2025 20:27:49,1766262469425,-5,20/12/2025 15:27:49,169297,30,task-cusq,repeat-xtpj#1,51562728,60c381c26357c51532f1b378,14788575,,complete,,6947064a50e31375c62f6cb1,computer,Desktop or Laptop,Windows 10,Firefox 146.0,1536x864,1458x750,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,2,Screen 2,script,force_advance,14183.320000000002,,,,0,0,,,,,,,Instructions,,,
5,1766262609590,20/12/2025 20:30:09,1766262608864,-5,20/12/2025 15:30:08,169297,30,task-cusq,repeat-xtpj#1,51562728,60c381c26357c51532f1b378,14788575,,complete,,6947064a50e31375c62f6cb1,computer,Desktop or Laptop,Windows 10,Firefox 146.0,1536x864,1536x864,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,3,Screen 1,Zone2,content_web_audio,139433,,,AUDIO PLAY REQUESTED,1,0,,,,,,,Instructions,,,
6,1766262615340,20/12/2025 20:30:15,1766262614872,-5,20/12/2025 15:30:14,169297,30,task-cusq,repeat-xtpj#1,51562728,60c381c26357c51532f1b378,14788575,,complete,,6947064a50e31375c62f6cb1,computer,Desktop or Laptop,Windows 10,Firefox 146.0,1536x864,1536x864,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,3,Screen 1,Zone2,content_web_audio,145440,,,,0,0,,,,,,,Instructions,,,
7,1766262616905,20/12/2025 20:30:16,1766262616472,-5,20/12/2025 15:30:16,169297,30,task-cusq,repeat-xtpj#1,51562728,60c381c26357c51532f1b378,14788575,,complete,,6947064a50e31375c62f6cb1,computer,Desktop or Laptop,Windows 10,Firefox 146.0,1536x864,1536x864,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,4,Screen 6,Zone1,continue_button,1595,,,,0,0,,,,,,,Instructions,,,
8,1766262633000,20/12/2025 20:30:33,1766262632549,-5,20/12/2025 15:30:32,169297,30,task-cusq,repeat-xtpj#1,51562728,60c381c26357c51532f1b378,14788575,,complete,,6947064a50e31375c62f6cb1,computer,Desktop or Laptop,Windows 10,Firefox 146.0,1536x864,1536x864,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,5,Screen 3,Zone1,continue_button,16073,,,,0,0,,,,,,,Instructions,,,
9,1766262633975,20/12/2025 20:30:33,1766262633549,-5,20/12/2025 15:30:33,169297,30,task-cusq,repeat-xtpj#1,51562728,60c381c26357c51532f1b378,14788575,,complete,,6947064a50e31375c62f6cb1,computer,Desktop or Laptop,Windows 10,Firefox 146.0,1536x864,1536x864,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,4,1,1,Screen 3,Zone3,timelimit_screen,1000,,,,0,0,,,,1,,1,Trial,2,HugginsPitch_3_2.flac,1
10,1766262634181,20/12/2025 20:30:34,1766262633551,-5,20/12/2025 15:30:33,169297,30,task-cusq,repeat-xtpj#1,51562728,60c381c26357c51532f1b378,14788575,,complete,,6947064a50e31375c62f6cb1,computer,Desktop or Laptop,Windows 10,Firefox 146.0,1536x864,1536x864,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,4,1,2,Screen 1,content,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,2,HugginsPitch_3_2.flac,1
11,1766262639990,20/12/2025 20:30:39,1766262639553,-5,20/12/2025 15:30:39,169297,30,task-cusq,repeat-xtpj#1,51562728,60c381c26357c51532f1b378,14788575,,complete,,6947064a50e31375c62f6cb1,computer,Desktop or Laptop,Windows 10,Firefox 146.0,1536x864,1536x864,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,4,1,2,Screen 1,content,content_web_audio,6002,,,,0,0,,,,,,1,Trial,2,HugginsPitch_3_2.flac,1
12,1766262640658,20/12/2025 20:30:40,1766262640214,-5,20/12/2025 15:30:40,169297,30,task-cusq,repeat-xtpj#1,51562728,60c381c26357c51532f1b378,14788575,,complete,,6947064a50e31375c62f6cb1,computer,Desktop or Laptop,Windows 10,Firefox 146.0,1536x864,1536x864,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,4,1,3,Screen 2,buttonB,response_button_text,655,,,2,1,1,,,,,,1,Trial,2,HugginsPitch_3_2.flac,1
13,1766262641642,20/12/2025 20:30:41,1766262641200,-5,20/12/2025 15:30:41,169297,30,task-cusq,repeat-xtpj#1,51562728,60c381c26357c51532f1b378,14788575,,complete,,6947064a50e31375c62f6cb1,computer,Desktop or Laptop,Windows 10,Firefox 146.0,1536x864,1536x864,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,11,2,1,Screen 3,Zone3,timelimit_screen,999.9800000000105,,,,0,0,,,,1,,1,Trial,2,HugginsPitch_10_2.flac,1
14,1766262641876,20/12/2025 20:30:41,1766262641206,-5,20/12/2025 15:30:41,169297,30,task-cusq,repeat-xtpj#1,51562728,60c381c26357c51532f1b378,14788575,,complete,,6947064a50e31375c62f6cb1,computer,Desktop or Laptop,Windows 10,Firefox 146.0,1536x864,1536x864,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,11,2,2,Screen 1,content,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,2,HugginsPitch_10_2.flac,1
15,1766262647641,20/12/2025 20:30:47,1766262647214,-5,20/12/2025 15:30:47,169297,30,task-cusq,repeat-xtpj#1,51562728,60c381c26357c51532f1b378,14788575,,complete,,6947064a50e31375c62f6cb1,computer,Desktop or Laptop,Windows 10,Firefox 146.0,1536x864,1536x864,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,11,2,2,Screen 1,content,content_web_audio,6009,,,,0,0,,,,,,1,Trial,2,HugginsPitch_10_2.flac,1
16,1766262648074,20/12/2025 20:30:48,1766262647620,-5,20/12/2025 15:30:47,169297,30,task-cusq,repeat-xtpj#1,51562728,60c381c26357c51532f1b378,14788575,,complete,,6947064a50e31375c62f6cb1,computer,Desktop or Laptop,Windows 10,Firefox 146.0,1536x864,1536x864,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,11,2,3,Screen 2,buttonB,response_button_text,399,,,2,1,1,,,,,,1,Trial,2,HugginsPitch_10_2.flac,1
17,1766262649038,20/12/2025 20:30:49,1766262648616,-5,20/12/2025 15:30:48,169297,30,task-cusq,repeat-xtpj#1,51562728,60c381c26357c51532f1b378,14788575,,complete,,6947064a50e31375c62f6cb1,computer,Desktop or Laptop,Windows 10,Firefox 146.0,1536x864,1536x864,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,12,3,1,Screen 3,Zone3,timelimit_screen,1000,,,,0,0,,,,1,,1,Trial,3,HugginsPitch_11_3.flac,1
18,1766262649194,20/12/2025 20:30:49,1766262648619,-5,20/12/2025 15:30:48,169297,30,task-cusq,repeat-xtpj#1,51562728,60c381c26357c51532f1b378,14788575,,complete,,6947064a50e31375c62f6cb1,computer,Desktop or Laptop,Windows 10,Firefox 146.0,1536x864,1536x864,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,12,3,2,Screen 1,content,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,3,HugginsPitch_11_3.flac,1
19,1766262655220,20/12/2025 20:30:55,1766262654780,-5,20/12/2025 15:30:54,169297,30,task-cusq,repeat-xtpj#1,51562728,60c381c26357c51532f1b378,14788575,,complete,,6947064a50e31375c62f6cb1,computer,Desktop or Laptop,Windows 10,Firefox 146.0,1536x864,1536x864,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,12,3,2,Screen 1,content,content_web_audio,6161,,,,0,0,,,,,,1,Trial,3,HugginsPitch_11_3.flac,1
20,1766262655614,20/12/2025 20:30:55,1766262655191,-5,20/12/2025 15:30:55,169297,30,task-cusq,repeat-xtpj#1,51562728,60c381c26357c51532f1b378,14788575,,complete,,6947064a50e31375c62f6cb1,computer,Desktop or Laptop,Windows 10,Firefox 146.0,1536x864,1536x864,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,12,3,3,Screen 2,buttonC,response_button_text,405,,,3,1,1,,,,,,1,Trial,3,HugginsPitch_11_3.flac,1
21,1766262656628,20/12/2025 20:30:56,1766262656182,-5,20/12/2025 15:30:56,169297,30,task-cusq,repeat-xtpj#1,51562728,60c381c26357c51532f1b378,14788575,,complete,,6947064a50e31375c62f6cb1,computer,Desktop or Laptop,Windows 10,Firefox 146.0,1536x864,1536x864,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,4,1,Screen 3,Zone3,timelimit_screen,1000,,,,0,0,,,,1,,1,Trial,2,HugginsPitch_12_2.flac,1
22,1766262656760,20/12/2025 20:30:56,1766262656189,-5,20/12/2025 15:30:56,169297,30,task-cusq,repeat-xtpj#1,51562728,60c381c26357c51532f1b378,14788575,,complete,,6947064a50e31375c62f6cb1,computer,Desktop or Laptop,Windows 10,Firefox 146.0,1536x864,1536x864,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,4,2,Screen 1,content,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,2,HugginsPitch_12_2.flac,1
23,1766262662640,20/12/2025 20:31:02,1766262662201,-5,20/12/2025 15:31:02,169297,30,task-cusq,repeat-xtpj#1,51562728,60c381c26357c51532f1b378,14788575,,complete,,6947064a50e31375c62f6cb1,computer,Desktop or Laptop,Windows 10,Firefox 146.0,1536x864,1536x864,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,4,2,Screen 1,content,content_web_audio,6012,,,,0,0,,,,,,1,Trial,2,HugginsPitch_12_2.flac,1
24,1766262663032,20/12/2025 20:31:03,1766262662597,-5,20/12/2025 15:31:02,169297,30,task-cusq,repeat-xtpj#1,51562728,60c381c26357c51532f1b378,14788575,,complete,,6947064a50e31375c62f6cb1,computer,Desktop or Laptop,Windows 10,Firefox 146.0,1536x864,1536x864,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,4,3,Screen 2,buttonB,response_button_text,390,,,2,1,1,,,,,,1,Trial,2,HugginsPitch_12_2.flac,1
25,1766262664009,20/12/2025 20:31:04,1766262663583,-5,20/12/2025 15:31:03,169297,30,task-cusq,repeat-xtpj#1,51562728,60c381c26357c51532f1b378,14788575,,complete,,6947064a50e31375c62f6cb1,computer,Desktop or Laptop,Windows 10,Firefox 146.0,1536x864,1536x864,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,5,1,Screen 3,Zone3,timelimit_screen,1000,,,,0,0,,,,1,,1,Trial,1,HugginsPitch_8_1.flac,1
26,1766262664166,20/12/2025 20:31:04,1766262663586,-5,20/12/2025 15:31:03,169297,30,task-cusq,repeat-xtpj#1,51562728,60c381c26357c51532f1b378,14788575,,complete,,6947064a50e31375c62f6cb1,computer,Desktop or Laptop,Windows 10,Firefox 146.0,1536x864,1536x864,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,5,2,Screen 1,content,content_web_audio,0,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,1,HugginsPitch_8_1.flac,1
27,1766262670023,20/12/2025 20:31:10,1766262669590,-5,20/12/2025 15:31:09,169297,30,task-cusq,repeat-xtpj#1,51562728,60c381c26357c51532f1b378,14788575,,complete,,6947064a50e31375c62f6cb1,computer,Desktop or Laptop,Windows 10,Firefox 146.0,1536x864,1536x864,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,5,2,Screen 1,content,content_web_audio,6003,,,,0,0,,,,,,1,Trial,1,HugginsPitch_8_1.flac,1
28,1766262670380,20/12/2025 20:31:10,1766262669949,-5,20/12/2025 15:31:09,169297,30,task-cusq,repeat-xtpj#1,51562728,60c381c26357c51532f1b378,14788575,,complete,,6947064a50e31375c62f6cb1,computer,Desktop or Laptop,Windows 10,Firefox 146.0,1536x864,1536x864,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,5,3,Screen 2,buttonA,response_button_text,353,,,1,1,1,,,,,,1,Trial,1,HugginsPitch_8_1.flac,1
29,1766262671364,20/12/2025 20:31:11,1766262670933,-5,20/12/2025 15:31:10,169297,30,task-cusq,repeat-xtpj#1,51562728,60c381c26357c51532f1b378,14788575,,complete,,6947064a50e31375c62f6cb1,computer,Desktop or Laptop,Windows 10,Firefox 146.0,1536x864,1536x864,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,8,6,1,Screen 3,Zone3,timelimit_screen,1000,,,,0,0,,,,1,,1,Trial,1,HugginsPitch_7_1.flac,1
30,1766262671512,20/12/2025 20:31:11,1766262670938,-5,20/12/2025 15:31:10,169297,30,task-cusq,repeat-xtpj#1,51562728,60c381c26357c51532f1b378,14788575,,complete,,6947064a50e31375c62f6cb1,computer,Desktop or Laptop,Windows 10,Firefox 146.0,1536x864,1536x864,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,8,6,2,Screen 1,content,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,1,HugginsPitch_7_1.flac,1
